effect,order,ss,share_sys,design,outcome
topology × message_condition × inoculation,3,7.09315995599144e-05,0.052666748546034675,J-S18-D05,conversion_rate
topology × message_condition × seeding_regime,3,0.00014836122169101858,0.11015828213747406,J-S18-D05,conversion_rate
topology × inoculation × seeding_regime,3,5.4166741644228557e-05,0.04021883306501389,J-S18-D05,conversion_rate
message_condition × inoculation × seeding_regime,3,0.00019105292902271947,0.14185689642207638,J-S18-D05,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.00017462458572696494,0.1296588432165428,J-S18-D05,conversion_rate
topology,1,0.0020923942775629813,0.03566796343611165,J-S18-D50,mean_total_shift
message_condition,1,0.047658237339347494,0.8124053315750912,J-S18-D50,mean_total_shift
inoculation,1,0.0014245575682718318,0.024283696338978544,J-S18-D50,mean_total_shift
seeding_regime,1,0.006363348114997302,0.10847270532651417,J-S18-D50,mean_total_shift
topology × message_condition,2,5.0743433310344865e-05,0.0008649970721790372,J-S18-D50,mean_total_shift
topology × inoculation,2,0.0005139524057381551,0.008761080936008416,J-S18-D50,mean_total_shift
topology × seeding_regime,2,4.928607562162436e-05,0.0008401542491451483,J-S18-D50,mean_total_shift
message_condition × inoculation,2,0.0001038000483312776,0.00176942575701304,J-S18-D50,mean_total_shift
message_condition × seeding_regime,2,9.878300857071864e-05,0.0016839028741338364,J-S18-D50,mean_total_shift
inoculation × seeding_regime,2,2.1072792792459737e-05,0.0003592170036393091,J-S18-D50,mean_total_shift
topology × message_condition × inoculation,3,7.399369506547182e-05,0.0012613322634259612,J-S18-D50,mean_total_shift
topology × message_condition × seeding_regime,3,4.14706319447275e-05,0.0007069284215400273,J-S18-D50,mean_total_shift
topology × inoculation × seeding_regime,3,2.4892146907377205e-05,0.0004243235585468788,J-S18-D50,mean_total_shift
message_condition × inoculation × seeding_regime,3,4.8422749721867275e-05,0.00082543757889032,J-S18-D50,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,9.817295514417262e-05,0.0016735036087824411,J-S18-D50,mean_total_shift
topology,1,0.0010597839583090375,0.009509728016176121,J-S18-D50,mean_signed_shift
message_condition,1,0.10441886938555799,0.9369787491383356,J-S18-D50,mean_signed_shift
inoculation,1,0.0032092890085707636,0.028797818043507197,J-S18-D50,mean_signed_shift
seeding_regime,1,0.0010745569628868839,0.009642290180771632,J-S18-D50,mean_signed_shift
topology × message_condition,2,9.603914629011112e-05,0.0008617852279835913,J-S18-D50,mean_signed_shift
topology × inoculation,2,0.0008461446354798129,0.007592684605830846,J-S18-D50,mean_signed_shift
topology × seeding_regime,2,5.1105158060490985e-05,0.0004585804017588663,J-S18-D50,mean_signed_shift
message_condition × inoculation,2,0.00010468046226089212,0.000939326092741617,J-S18-D50,mean_signed_shift
message_condition × seeding_regime,2,0.00013615324620196156,0.0012217398930684281,J-S18-D50,mean_signed_shift
inoculation × seeding_regime,2,4.4149239457839246e-06,3.9616306330488246e-05,J-S18-D50,mean_signed_shift
topology × message_condition × inoculation,3,0.000106677998134172,0.0009572505222524732,J-S18-D50,mean_signed_shift
topology × message_condition × seeding_regime,3,9.177766554525901e-05,0.000823545808985047,J-S18-D50,mean_signed_shift
topology × inoculation × seeding_regime,3,4.636770536422391e-05,0.0004160699577407443,J-S18-D50,mean_signed_shift
message_condition × inoculation × seeding_regime,3,5.0030926215346994e-05,0.00044894102894751123,J-S18-D50,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,0.00014619806582209793,0.0013118747755698212,J-S18-D50,mean_signed_shift
topology,1,0.0005196303420123677,0.0072914856389243695,J-S18-D50,conversion_rate
message_condition,1,0.05800588153732945,0.8139421777501193,J-S18-D50,conversion_rate
inoculation,1,0.003196443009927438,0.04485268934116895,J-S18-D50,conversion_rate
seeding_regime,1,0.0017339110262249006,0.024330348566501854,J-S18-D50,conversion_rate
topology × message_condition,2,0.00026891693874438877,0.003773459396779309,J-S18-D50,conversion_rate
topology × inoculation,2,0.001510727702550104,0.02119862613258852,J-S18-D50,conversion_rate
topology × seeding_regime,2,0.0004206610222804814,0.0059027419202175285,J-S18-D50,conversion_rate
message_condition × inoculation,2,0.00013441305640935625,0.0018860924608390661,J-S18-D50,conversion_rate
message_condition × seeding_regime,2,0.0004258606402524623,0.005975703286606886,J-S18-D50,conversion_rate
inoculation × seeding_regime,2,6.0176717324078935e-05,0.0008444034820347144,J-S18-D50,conversion_rate
topology × message_condition × inoculation,3,0.0014528180643740146,0.020386034447736116,J-S18-D50,conversion_rate
topology × message_condition × seeding_regime,3,0.0006839246631709234,0.009596873885971583,J-S18-D50,conversion_rate
topology × inoculation × seeding_regime,3,0.0005986293307474969,0.008400004417140812,J-S18-D50,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0004034136751260575,0.005660726060252539,J-S18-D50,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.001849951316189688,0.025958633213118445,J-S18-D50,conversion_rate
topology,1,0.004640715086929895,0.01895963840260594,J-S18-D95,mean_total_shift
message_condition,1,0.19011532060283556,0.7767160159383671,J-S18-D95,mean_total_shift
inoculation,1,0.004666721661038574,0.019065888243838345,J-S18-D95,mean_total_shift
seeding_regime,1,0.04154008351369789,0.16971198358027145,J-S18-D95,mean_total_shift
topology × message_condition,2,0.00014225240152837548,0.0005811720918778849,J-S18-D95,mean_total_shift
topology × inoculation,2,0.0015799779989941632,0.006454999064555749,J-S18-D95,mean_total_shift
topology × seeding_regime,2,0.00022539577662268606,0.0009208542955537888,J-S18-D95,mean_total_shift
message_condition × inoculation,2,0.0003243958457876672,0.0013253190123142333,J-S18-D95,mean_total_shift
message_condition × seeding_regime,2,0.0006568970358510617,0.0026837524032786945,J-S18-D95,mean_total_shift
inoculation × seeding_regime,2,4.130552270379534e-05,0.00016875368554734548,J-S18-D95,mean_total_shift
topology × message_condition × inoculation,3,0.0002711822832386357,0.0011079150378953803,J-S18-D95,mean_total_shift
topology × message_condition × seeding_regime,3,0.00016266816748272683,0.0006645806901124315,J-S18-D95,mean_total_shift
topology × inoculation × seeding_regime,3,0.00012868679151669532,0.0005257498011932872,J-S18-D95,mean_total_shift
message_condition × inoculation × seeding_regime,3,6.133497778865182e-05,0.00025058401098138186,J-S18-D95,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,0.0002111844038667765,0.000862793741606931,J-S18-D95,mean_total_shift
topology,1,0.0037706594825855765,0.009700228770727895,J-S18-D95,mean_signed_shift
message_condition,1,0.3578363998760239,0.9205538069194561,J-S18-D95,mean_signed_shift
inoculation,1,0.010132976685026131,0.026067639474515895,J-S18-D95,mean_signed_shift
seeding_regime,1,0.012032651957963532,0.030954658528528158,J-S18-D95,mean_signed_shift
topology × message_condition,2,0.00034894591954443,0.0008976825576071256,J-S18-D95,mean_signed_shift
topology × inoculation,2,0.0023575704496801592,0.006064979564085144,J-S18-D95,mean_signed_shift
topology × seeding_regime,2,9.147785576439291e-05,0.00023533181197305897,J-S18-D95,mean_signed_shift
message_condition × inoculation,2,0.0003945715582291953,0.0010150570209063986,J-S18-D95,mean_signed_shift
message_condition × seeding_regime,2,0.0008620818985717316,0.0022177530678307413,J-S18-D95,mean_signed_shift
inoculation × seeding_regime,2,2.4969237149355394e-05,6.423473498413629e-05,J-S18-D95,mean_signed_shift
topology × message_condition × inoculation,3,0.0002975349556570417,0.0007654250272375747,J-S18-D95,mean_signed_shift
topology × message_condition × seeding_regime,3,0.0001386513682713475,0.00035668826575776315,J-S18-D95,mean_signed_shift
topology × inoculation × seeding_regime,3,6.636037821625487e-05,0.00017071572041511997,J-S18-D95,mean_signed_shift
message_condition × inoculation × seeding_regime,3,6.991632283503968e-05,0.0001798635833970615,J-S18-D95,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,0.00029384598698922737,0.0007559349525779269,J-S18-D95,mean_signed_shift
topology,1,0.001833474900668802,0.005266551224107831,J-S18-D95,conversion_rate
message_condition,1,0.30224298079946066,0.8681755828382278,J-S18-D95,conversion_rate
inoculation,1,0.011322926465372446,0.03252445518339945,J-S18-D95,conversion_rate
seeding_regime,1,0.01131904785489616,0.032513314097833305,J-S18-D95,conversion_rate
topology × message_condition,2,0.000744954405730025,0.0021398386942580215,J-S18-D95,conversion_rate
topology × inoculation,2,0.008849233232307952,0.025418913613176226,J-S18-D95,conversion_rate
topology × seeding_regime,2,0.0010184596961011032,0.0029254669138089624,J-S18-D95,conversion_rate
message_condition × inoculation,2,0.0011547810615323284,0.003317042197289518,J-S18-D95,conversion_rate
message_condition × seeding_regime,2,0.0005344364412230296,0.0015351379463685462,J-S18-D95,conversion_rate
inoculation × seeding_regime,2,0.00018915460089585778,0.0005433357143478342,J-S18-D95,conversion_rate
topology × message_condition × inoculation,3,0.0016225492528619823,0.004660679429382124,J-S18-D95,conversion_rate
topology × message_condition × seeding_regime,3,0.0015334082513613345,0.0044046270283374265,J-S18-D95,conversion_rate
topology × inoculation × seeding_regime,3,0.00178402467351578,0.005124508290086666,J-S18-D95,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0008957513576447473,0.0025729942675404892,J-S18-D95,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0030905936558608404,0.008877552561835714,J-S18-D95,conversion_rate
topology,1,0.0027206022283503633,0.00018737682723017602,NC-NoOp,mean_total_shift
message_condition,1,1.1833100968991999,0.08149845989093638,NC-NoOp,mean_total_shift
inoculation,1,0.0019813064459289725,0.0001364590941447457,NC-NoOp,mean_total_shift
seeding_regime,1,11.98439273769764,0.8254045608246687,NC-NoOp,mean_total_shift
topology × message_condition,2,0.00047171560781311683,3.248860602476616e-05,NC-NoOp,mean_total_shift
topology × inoculation,2,0.0003191293126485724,2.1979485812777028e-05,NC-NoOp,mean_total_shift
topology × seeding_regime,2,0.0035969074397126377,0.00024773085049725757,NC-NoOp,mean_total_shift
message_condition × inoculation,2,0.00024749043373950563,1.7045480504530618e-05,NC-NoOp,mean_total_shift
message_condition × seeding_regime,2,1.3382095404252148,0.09216689424167333,NC-NoOp,mean_total_shift
inoculation × seeding_regime,2,0.0025382136397116284,0.00017481512500631285,NC-NoOp,mean_total_shift
topology × message_condition × inoculation,3,0.00010910257793872447,7.514253529516138e-06,NC-NoOp,mean_total_shift
topology × message_condition × seeding_regime,3,0.0006767790928421391,4.661200297162501e-05,NC-NoOp,mean_total_shift
topology × inoculation × seeding_regime,3,0.00043258323951356203,2.97934310603542e-05,NC-NoOp,mean_total_shift
message_condition × inoculation × seeding_regime,3,0.0002563926678433859,1.765860665882947e-05,NC-NoOp,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,0.00015406958524799563,1.0611279280596381e-05,NC-NoOp,mean_total_shift
topology,1,0.0024636250164505233,0.00025271579996594183,NC-NoOp,mean_signed_shift
message_condition,1,0.7356306808074182,0.07546014297564697,NC-NoOp,mean_signed_shift
inoculation,1,0.003866413420940547,0.0003966122093044054,NC-NoOp,mean_signed_shift
seeding_regime,1,8.032180323064592,0.8239317518940006,NC-NoOp,mean_signed_shift
topology × message_condition,2,0.00043511745667668134,4.463384460254441e-05,NC-NoOp,mean_signed_shift
topology × inoculation,2,0.0005059337988472714,5.1898102938452545e-05,NC-NoOp,mean_signed_shift
topology × seeding_regime,2,0.003711683643423669,0.00038074020798820377,NC-NoOp,mean_signed_shift
message_condition × inoculation,2,0.00044630173541138074,4.5781114957654636e-05,NC-NoOp,mean_signed_shift
message_condition × seeding_regime,2,0.9623555874290712,0.09871732122578722,NC-NoOp,mean_signed_shift
inoculation × seeding_regime,2,0.004830594387360776,0.0004955167757923211,NC-NoOp,mean_signed_shift
topology × message_condition × inoculation,3,0.00014483837282464052,1.4857352482513831e-05,NC-NoOp,mean_signed_shift
topology × message_condition × seeding_regime,3,0.0006752817061261851,6.92696150698761e-05,NC-NoOp,mean_signed_shift
topology × inoculation × seeding_regime,3,0.0006044803471265681,6.20068936902877e-05,NC-NoOp,mean_signed_shift
message_condition × inoculation × seeding_regime,3,0.0005374227551726563,5.512820359692345e-05,NC-NoOp,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,0.00021080160264652648,2.162378417624313e-05,NC-NoOp,mean_signed_shift
topology,1,0.004339740044667805,0.0002448776239690324,NC-NoOp,conversion_rate
message_condition,1,1.7293033486192988,0.09757904638824984,NC-NoOp,conversion_rate
inoculation,1,0.006456647348570026,0.0003643279194721463,NC-NoOp,conversion_rate
seeding_regime,1,13.337536803744928,0.7525944615308378,NC-NoOp,conversion_rate
topology × message_condition,2,0.0030518485914443616,0.00017220603632799841,NC-NoOp,conversion_rate
topology × inoculation,2,0.0013584144320550016,7.665097334472587e-05,NC-NoOp,conversion_rate
topology × seeding_regime,2,0.0075389562905421315,0.0004253991447950111,NC-NoOp,conversion_rate
message_condition × inoculation,2,0.0017853093100335116,0.00010073928331904589,NC-NoOp,conversion_rate
message_condition × seeding_regime,2,2.6039620666582213,0.1469332349923201,NC-NoOp,conversion_rate
inoculation × seeding_regime,2,0.008699412271205631,0.0004908799570880625,NC-NoOp,conversion_rate
topology × message_condition × inoculation,3,0.0018125812851512713,0.0001022781534815537,NC-NoOp,conversion_rate
topology × message_condition × seeding_regime,3,0.005661032343756034,0.0003194339143087854,NC-NoOp,conversion_rate
topology × inoculation × seeding_regime,3,0.0029768825770268847,0.00016797594436395656,NC-NoOp,conversion_rate
message_condition × inoculation × seeding_regime,3,0.002544832444762335,0.0001435967399103525,NC-NoOp,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.005048867222583908,0.00028489139821187483,NC-NoOp,conversion_rate
topology,1,0.0005190827157779341,0.0014938818291411022,PC-M01,mean_total_shift
message_condition,1,0.3144039507795358,0.9048314166574065,PC-M01,mean_total_shift
inoculation,1,0.00035716124379409173,0.00102788375717308,PC-M01,mean_total_shift
seeding_regime,1,0.028294973955431665,0.08143085131372996,PC-M01,mean_total_shift
topology × message_condition,2,8.643726867302304e-05,0.0002487600937312998,PC-M01,mean_total_shift
topology × inoculation,2,0.00013480704460329287,0.0003879647467576767,PC-M01,mean_total_shift
topology × seeding_regime,2,3.339807009833731e-05,9.611718620511964e-05,PC-M01,mean_total_shift
message_condition × inoculation,2,6.227264376834629e-05,0.00017921608281387506,PC-M01,mean_total_shift
message_condition × seeding_regime,2,0.003474058726261109,0.009998085173675455,PC-M01,mean_total_shift
inoculation × seeding_regime,2,5.563232888385755e-06,1.601057455897848e-05,PC-M01,mean_total_shift
topology × message_condition × inoculation,3,4.136816773919749e-05,0.00011905454027270334,PC-M01,mean_total_shift
topology × message_condition × seeding_regime,3,1.4383997480105215e-05,4.139608546537165e-05,PC-M01,mean_total_shift
topology × inoculation × seeding_regime,3,5.897167780835599e-06,1.697161458744366e-05,PC-M01,mean_total_shift
message_condition × inoculation × seeding_regime,3,8.454487424314205e-06,2.433139219239217e-05,PC-M01,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,3.059805615884814e-05,8.805895228901653e-05,PC-M01,mean_total_shift
topology,1,0.0002847903104409925,0.001912806290528253,PC-M01,mean_signed_shift
message_condition,1,0.13342519032231295,0.8961559926959998,PC-M01,mean_signed_shift
inoculation,1,0.00087139508080423,0.005852762299098878,PC-M01,mean_signed_shift
seeding_regime,1,0.012162765539796656,0.08169173452115651,PC-M01,mean_signed_shift
topology × message_condition,2,7.46368223241145e-05,0.0005013014067281138,PC-M01,mean_signed_shift
topology × inoculation,2,0.0002213923591290552,0.0014869912412441102,PC-M01,mean_signed_shift
topology × seeding_regime,2,3.4367370189754276e-05,0.00023082991056149656,PC-M01,mean_signed_shift
message_condition × inoculation,2,0.000142769110110047,0.0009589148292606741,PC-M01,mean_signed_shift
message_condition × seeding_regime,2,0.0014989839764337487,0.010067989936468066,PC-M01,mean_signed_shift
inoculation × seeding_regime,2,1.6650508888957014e-05,0.00011183385450851778,PC-M01,mean_signed_shift
topology × message_condition × inoculation,3,6.049654793610637e-05,0.00040632764951953885,PC-M01,mean_signed_shift
topology × message_condition × seeding_regime,3,2.5310853201565564e-05,0.00017000142718206397,PC-M01,mean_signed_shift
topology × inoculation × seeding_regime,3,1.2248802938904027e-05,8.22696083890505e-05,PC-M01,mean_signed_shift
message_condition × inoculation × seeding_regime,3,9.836075043401227e-06,6.606441837150959e-05,PC-M01,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,4.5288167289991854e-05,0.0003041799109831062,PC-M01,mean_signed_shift
topology,1,0.00037136980148336235,0.002156670280392894,PC-M01,conversion_rate
message_condition,1,0.15258067862566616,0.8860877046000089,PC-M01,conversion_rate
inoculation,1,0.0005672979535896919,0.0032944914523143007,PC-M01,conversion_rate
seeding_regime,1,0.013461996208312926,0.07817837374300081,PC-M01,conversion_rate
topology × message_condition,2,0.00032452182055436873,0.0018846081801294722,PC-M01,conversion_rate
topology × inoculation,2,0.0002561880301355571,0.0014877707034305215,PC-M01,conversion_rate
topology × seeding_regime,2,0.00021834578212377373,0.0012680079459195918,PC-M01,conversion_rate
message_condition × inoculation,2,0.00037380419508670215,0.0021708076289714017,PC-M01,conversion_rate
message_condition × seeding_regime,2,0.0014667388289818228,0.00851784940220857,PC-M01,conversion_rate
inoculation × seeding_regime,2,0.00016573753586156433,0.000962494032930141,PC-M01,conversion_rate
topology × message_condition × inoculation,3,0.0005323157961952263,0.003091338210194665,PC-M01,conversion_rate
topology × message_condition × seeding_regime,3,0.0006335638346845474,0.0036793198788327842,PC-M01,conversion_rate
topology × inoculation × seeding_regime,3,0.00016017923852912168,0.0009302151168239179,PC-M01,conversion_rate
message_condition × inoculation × seeding_regime,3,0.00017336114558519355,0.0010067669179482353,PC-M01,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0009098111944709497,0.005283581906893858,PC-M01,conversion_rate
topology,1,4.049920087830821e-05,0.00031640516007987515,PC-M05,mean_total_shift
message_condition,1,0.021592652764572916,0.16869534722555862,PC-M05,mean_total_shift
inoculation,1,2.1544386216507457e-05,0.00016831825867724275,PC-M05,mean_total_shift
seeding_regime,1,0.09409695548433072,0.7351444378497638,PC-M05,mean_total_shift
topology × message_condition,2,8.188952708508557e-06,6.397723501773977e-05,PC-M05,mean_total_shift
topology × inoculation,2,1.1684954079033854e-05,9.129019056479568e-05,PC-M05,mean_total_shift
topology × seeding_regime,2,2.8856676847682783e-05,0.0002254464596671742,PC-M05,mean_total_shift
message_condition × inoculation,2,3.7742339153191973e-06,2.9486682706252694e-05,PC-M05,mean_total_shift
message_condition × seeding_regime,2,0.012154556974671077,0.09495902294039081,PC-M05,mean_total_shift
inoculation × seeding_regime,2,1.1533499487903498e-05,9.010693230013447e-05,PC-M05,mean_total_shift
topology × message_condition × inoculation,3,4.4673581017333486e-06,3.4901803607442285e-05,PC-M05,mean_total_shift
topology × message_condition × seeding_regime,3,6.748500678888103e-06,5.2723520249665074e-05,PC-M05,mean_total_shift
topology × inoculation × seeding_regime,3,8.259680852870654e-06,6.452980764519198e-05,PC-M05,mean_total_shift
message_condition × inoculation × seeding_regime,3,2.5417470936872633e-06,1.985772258759371e-05,PC-M05,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,5.650878995455688e-06,4.414821118376227e-05,PC-M05,mean_total_shift
topology,1,2.173099108968927e-05,0.000453996818397688,PC-M05,mean_signed_shift
message_condition,1,0.008790395620357067,0.1836460945397288,PC-M05,mean_signed_shift
inoculation,1,6.263681635850261e-05,0.0013085880539895367,PC-M05,mean_signed_shift
seeding_regime,1,0.03410188013225101,0.7124454203456518,PC-M05,mean_signed_shift
topology × message_condition,2,7.984270669498042e-06,0.0001668047934959565,PC-M05,mean_signed_shift
topology × inoculation,2,1.684850898412019e-05,0.00035199358565678765,PC-M05,mean_signed_shift
topology × seeding_regime,2,1.6043126732367963e-05,0.00033516780084189425,PC-M05,mean_signed_shift
message_condition × inoculation,2,1.0249678821955613e-05,0.00021413296593609477,PC-M05,mean_signed_shift
message_condition × seeding_regime,2,0.004763476706867831,0.0995170105451649,PC-M05,mean_signed_shift
inoculation × seeding_regime,2,3.764439336165215e-05,0.0007864544578829653,PC-M05,mean_signed_shift
topology × message_condition × inoculation,3,5.2827642863170765e-06,0.00011036579824796108,PC-M05,mean_signed_shift
topology × message_condition × seeding_regime,3,8.619543620483339e-06,0.00018007670996635983,PC-M05,mean_signed_shift
topology × inoculation × seeding_regime,3,1.081015133175961e-05,0.0002258421758474233,PC-M05,mean_signed_shift
message_condition × inoculation × seeding_regime,3,6.2236676778293365e-06,0.00013002284676466857,PC-M05,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,6.128209354298864e-06,0.00012802856242698945,PC-M05,mean_signed_shift
topology,1,8.85343472193922e-05,0.0014716797582039068,PC-M05,conversion_rate
message_condition,1,0.010186973666671168,0.16933499159874546,PC-M05,conversion_rate
inoculation,1,2.7422550231874657e-05,0.000455836783825522,PC-M05,conversion_rate
seeding_regime,1,0.04314515006536593,0.7171888200465676,PC-M05,conversion_rate
topology × message_condition,2,6.832114241491286e-05,0.0011356817495952608,PC-M05,conversion_rate
topology × inoculation,2,2.301095698861727e-05,0.0003825041995637052,PC-M05,conversion_rate
topology × seeding_regime,2,0.00014258567730608684,0.0023701587202215185,PC-M05,conversion_rate
message_condition × inoculation,2,5.942354706143724e-05,0.000987779704912527,PC-M05,conversion_rate
message_condition × seeding_regime,2,0.005756517231057051,0.09568885017817184,PC-M05,conversion_rate
inoculation × seeding_regime,2,7.708040367027102e-05,0.0012812843082766535,PC-M05,conversion_rate
topology × message_condition × inoculation,3,0.00010547242569092403,0.0017532363293237172,PC-M05,conversion_rate
topology × message_condition × seeding_regime,3,9.281797755126414e-05,0.001542885253574221,PC-M05,conversion_rate
topology × inoculation × seeding_regime,3,5.904466806584685e-05,0.0009814817136116225,PC-M05,conversion_rate
message_condition × inoculation × seeding_regime,3,8.973494409689198e-05,0.001491636918084476,PC-M05,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0002366145751878032,0.003933172737321923,PC-M05,conversion_rate
