design,outcome,factor,metric,point,lo95,median,hi95,replications_design,replications_benchmark,point_splits,bootstrap_draws,splits_per_bootstrap,denominator
J-S18-D95,mean_total_shift,message_condition,B_factor,4.413448633061005e-05,4.397483886568051e-05,4.413710877012568e-05,4.432104547263522e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,message_condition,q,0.0131319907884529,0.013082878775514827,0.01313271839809647,0.013187008381941742,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,message_condition,rho,0.1028937716007852,0.10247554116057007,0.10289521778435781,0.10335561283339183,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,message_condition,tau,0.0167989988394475,0.016743400206487558,0.016798987337834928,0.01685945672727316,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,inoculation,B_total,5.645870428872551e-05,5.6269059554171835e-05,5.646030591522359e-05,5.666531922992222e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,inoculation,B_factor,1.306101078651179e-06,1.2746577862605802e-06,1.3081141910769984e-06,1.3398269686420303e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,inoculation,q,0.0003886236990536,0.00037925392441855263,0.000389192406947877,0.00039864579001105385,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,inoculation,rho,1.5224520658346172,1.4673396096157834,1.5255678197192126,1.5863540115338288,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,inoculation,tau,0.0167989988394475,0.016743400206487558,0.016798987337834928,0.01685945672727316,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,seeding_regime,B_total,5.645870428872551e-05,5.6269059554171835e-05,5.646030591522359e-05,5.666531922992222e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,seeding_regime,B_factor,9.716647482247802e-06,9.629712179149589e-06,9.714394815038802e-06,9.807870008409918e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,seeding_regime,q,0.0028911387860206,0.0028646106196101246,0.0028906199377539293,0.002919239229402014,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,seeding_regime,rho,0.003316440293719,0.003286160501146298,0.003315844940310852,0.003348681786163146,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
J-S18-D95,mean_total_shift,seeding_regime,tau,0.0167989988394475,0.016743400206487558,0.016798987337834928,0.01685945672727316,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,topology,B_total,0.0033608374420592,0.003358532938486925,0.0033608718756817004,0.0033632568199285415,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,topology,B_factor,1.204585644177782e-06,1.1570302009310543e-06,1.2031806363759423e-06,1.251451532486371e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,topology,q,0.0003584183004815,0.0003442335328258775,0.0003580267913438932,0.0003723872618140663,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,topology,rho,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,topology,tau,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,message_condition,B_total,0.0033608374420592,0.003358532938486925,0.0033608718756817004,0.0033632568199285415,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,message_condition,B_factor,0.0004289325354098,0.0004282412554825992,0.0004289137373278483,0.0004296768342385245,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,message_condition,q,0.1276266831718777,0.12747508081080244,0.12762524756380578,0.12777862445230523,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,message_condition,rho,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,message_condition,tau,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,inoculation,B_total,0.0033608374420592,0.003358532938486925,0.0033608718756817004,0.0033632568199285415,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,inoculation,B_factor,8.578930712903375e-07,8.288110969360991e-07,8.577025981715324e-07,8.85259636653038e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,inoculation,q,0.0002552616977406,0.0002465356645034282,0.00025521664325034465,0.00026348750502129184,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,inoculation,rho,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,inoculation,tau,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,seeding_regime,B_total,0.0033608374420592,0.003358532938486925,0.0033608718756817004,0.0033632568199285415,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,seeding_regime,B_factor,0.0029298424279339,0.002928066679366463,0.0029298575501382563,0.0029317714032592174,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,seeding_regime,q,0.8717596368299,0.8716073790440221,0.8717621713213399,0.8719082460798133,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,seeding_regime,rho,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
NC-NoOp,mean_total_shift,seeding_regime,tau,1.0,1.0,1.0,1.0,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,topology,B_total,8.040258923947425e-05,8.026823312200348e-05,8.039916663554294e-05,8.053868220970811e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,topology,B_factor,1.4802203947521254e-07,1.431156785877496e-07,1.4775539552908787e-07,1.528425480368552e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,topology,q,4.404320114468736e-05,4.2573875985816945e-05,4.396419391072853e-05,4.549873083859937e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,topology,rho,0.1228821214918665,0.11754419512408025,0.12273766294010863,0.12871671085138864,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,topology,tau,0.0239233794033816,0.02388821657054003,0.023922341356453082,0.023961417098148904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,message_condition,B_total,8.040258923947425e-05,8.026823312200348e-05,8.039916663554294e-05,8.053868220970811e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,message_condition,B_factor,7.319609073481057e-05,7.308985655354104e-05,7.319342187257118e-05,7.330583231394673e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,message_condition,q,0.0217791226135476,0.0217491624613357,0.02177875561241717,0.021811345075311794,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,message_condition,rho,0.1706470941050566,0.17037963605855835,0.17064245198353156,0.17089507328648693,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,message_condition,tau,0.0239233794033816,0.02388821657054003,0.023922341356453082,0.023961417098148904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,inoculation,B_total,8.040258923947425e-05,8.026823312200348e-05,8.039916663554294e-05,8.053868220970811e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,inoculation,B_factor,1.05440561203876e-07,1.0135121019321058e-07,1.0552932969972298e-07,1.0934673488008505e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,inoculation,q,3.137329996516291e-05,3.0163715309460975e-05,3.1399050832664435e-05,3.2534924005120055e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,inoculation,rho,0.1229064142519361,0.11681597699294059,0.12302292132617625,0.1296726190092285,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,inoculation,tau,0.0239233794033816,0.02388821657054003,0.023922341356453082,0.023961417098148904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,seeding_regime,B_total,8.040258923947425e-05,8.026823312200348e-05,8.039916663554294e-05,8.053868220970811e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,seeding_regime,B_factor,6.953035903984598e-06,6.910910912413645e-06,6.9526252048668346e-06,6.9942865692089605e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,seeding_regime,q,0.002068840288724,0.0020569158972196114,0.0020688240742831156,0.0020804862179109396,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,seeding_regime,rho,0.0023731774233632,0.0023594055818498263,0.002373075839287671,0.002386633012733531,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M01,mean_total_shift,seeding_regime,tau,0.0239233794033816,0.02388821657054003,0.023922341356453082,0.023961417098148904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,topology,B_total,2.9624673891448516e-05,2.957776245620818e-05,2.9624502538711565e-05,2.9667017852518745e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,topology,B_factor,1.5688731576481187e-08,1.4845599660648678e-08,1.563653927559148e-08,1.6484533561227684e-08,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,topology,q,4.668101878461683e-06,4.416974886423558e-06,4.652025626525115e-06,4.904562253806292e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,topology,rho,0.0130241727952767,0.012243990797408398,0.01300381171028326,0.013761978232014836,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,topology,tau,0.0088146702725665,0.008800731144890063,0.008814549319849787,0.008827689418001878,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,message_condition,B_total,2.9624673891448516e-05,2.957776245620818e-05,2.9624502538711565e-05,2.9667017852518745e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,message_condition,B_factor,6.40664364279294e-06,6.394438637518014e-06,6.406419641253625e-06,6.417231173625497e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,message_condition,q,0.0019062640646098,0.0019028620386946668,0.0019061498948180027,0.001909078637028668,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,message_condition,rho,0.0149362501416938,0.014903149242129397,0.014936596873027161,0.01496832158485627,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,message_condition,tau,0.0088146702725665,0.008800731144890063,0.008814549319849787,0.008827689418001878,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,inoculation,B_total,2.9624673891448516e-05,2.957776245620818e-05,2.9624502538711565e-05,2.9667017852518745e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,inoculation,B_factor,8.548553827105414e-09,7.78994240424723e-09,8.551878353315167e-09,9.335755353837573e-09,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,inoculation,q,2.543578490326365e-06,2.317959628480199e-06,2.5448212428358605e-06,2.7767296473519673e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,inoculation,rho,0.0099645912913688,0.009144074165410066,0.009965423642814344,0.010880698437864246,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,inoculation,tau,0.0088146702725665,0.008800731144890063,0.008814549319849787,0.008827689418001878,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,seeding_regime,B_total,2.9624673891448516e-05,2.957776245620818e-05,2.9624502538711565e-05,2.9667017852518745e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,seeding_regime,B_factor,2.319379296325199e-05,2.3158647018645134e-05,2.3194139828065967e-05,2.3227423109384744e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,seeding_regime,q,0.0069011945275879,0.006890521034918982,0.006901063340313786,0.0069113367224962466,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,seeding_regime,rho,0.007916396029396,0.007904517512790997,0.007916310592981174,0.007927951533538983,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
PC-M05,mean_total_shift,seeding_regime,tau,0.0088146702725665,0.008800731144890063,0.008814549319849787,0.008827689418001878,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,topology,B_total,0.0005259732864132,0.0005256067538417593,0.0005259773638063176,0.0005263600354571119,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,topology,B_factor,1.687291477693421e-07,1.6197790970218273e-07,1.6870138644171277e-07,1.7502523033515324e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,topology,q,5.020449536111988e-05,4.822416636736666e-05,5.018946771147094e-05,5.205786247897463e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,topology,rho,0.1400723548258058,0.13487439919000854,0.1401378122665856,0.14521911837355905,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,topology,tau,0.1565006625524291,0.15638180915026503,0.15650184808206358,0.15661517172267628,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,message_condition,B_total,0.0005259732864132,0.0005256067538417593,0.0005259773638063176,0.0005263600354571119,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,message_condition,B_factor,7.876047986348158e-06,7.837379141656186e-06,7.877383548534614e-06,7.913885928692722e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,message_condition,q,0.0023434778153156,0.0023322775017817097,0.00234390339703256,0.002354893025249245,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,message_condition,rho,0.018361973821412,0.01827737739130537,0.0183633121672609,0.018453254043708144,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,message_condition,tau,0.1565006625524291,0.15638180915026503,0.15650184808206358,0.15661517172267628,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,inoculation,B_total,0.0005259732864132,0.0005256067538417593,0.0005259773638063176,0.0005263600354571119,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,inoculation,B_factor,2.2238307882883818e-07,2.1561396717515858e-07,2.2232821987418412e-07,2.290860005522024e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,inoculation,q,6.616894826444778e-05,6.418049344292943e-05,6.614976769493145e-05,6.813548017407136e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,inoculation,rho,0.2592200429994811,0.2520669379213982,0.25922349277728807,0.26648723000821434,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,inoculation,tau,0.1565006625524291,0.15638180915026503,0.15650184808206358,0.15661517172267628,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,seeding_regime,B_total,0.0005259732864132,0.0005256067538417593,0.0005259773638063176,0.0005263600354571119,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,seeding_regime,B_factor,0.0005177061262003,0.000517347894511409,0.0005177087725750232,0.0005180699997461561,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,seeding_regime,q,0.1540408112934878,0.15392219923069458,0.15404107664937,0.15415379327275444,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,seeding_regime,rho,0.1767010134280221,0.17658798391316385,0.1767000628042536,0.17680656464407396,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A06,mean_total_shift,seeding_regime,tau,0.1565006625524291,0.15638180915026503,0.15650184808206358,0.15661517172267628,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,topology,B_total,0.0047641908732487,0.004761846980582842,0.0047642648943067335,0.004766606024523994,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,topology,B_factor,1.834625243646666e-06,1.78096109772661e-06,1.8319484867533207e-06,1.8876707970532106e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,topology,q,0.0005458833624879,0.000529874539442006,0.0005451136520901879,0.0005616257330636348,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,topology,rho,1.523034291927771,1.4798210649368042,1.521810346019811,1.5677870374665706,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,topology,tau,1.4175606393892153,1.416875479166364,1.4175697072533178,1.4182787115357904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,message_condition,B_total,0.0047641908732487,0.004761846980582842,0.0047642648943067335,0.004766606024523994,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,message_condition,B_factor,5.6342415630722266e-05,5.601082921384826e-05,5.633503648099197e-05,5.667798844458513e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,message_condition,q,0.0167643977437361,0.016664970461526787,0.016762162721652422,0.016865244937890864,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,message_condition,rho,0.1313549590657242,0.1305635852184755,0.13135333653649028,0.13216818720531578,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,message_condition,tau,1.4175606393892153,1.416875479166364,1.4175697072533178,1.4182787115357904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,inoculation,B_total,0.0047641908732487,0.004761846980582842,0.0047642648943067335,0.004766606024523994,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,inoculation,B_factor,1.3292272944682473e-06,1.278028579599559e-06,1.3276423254511517e-06,1.3738069183395566e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,inoculation,q,0.0003955047863468,0.00038043924412702604,0.00039508865910621815,0.0004086575568356479,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,inoculation,rho,1.5494090568524894,1.5123348430585835,1.5470892568396546,1.5872923096556406,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,inoculation,tau,1.4175606393892153,1.416875479166364,1.4175697072533178,1.4182787115357904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,seeding_regime,B_total,0.0047641908732487,0.004761846980582842,0.0047642648943067335,0.004766606024523994,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,seeding_regime,B_factor,0.0047046846050799,0.004702336069219455,0.004704742963823947,0.00470706410594426,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,seeding_regime,q,1.399854853496644,1.3992199772796956,1.3998683173266673,1.400531057832274,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,seeding_regime,rho,1.6057807615263415,1.6052080967970281,1.605776518763834,1.606430866503916,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
S-A18,mean_total_shift,seeding_regime,tau,1.4175606393892153,1.416875479166364,1.4175697072533178,1.4182787115357904,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,topology,B_total,7.642727899247743e-07,7.593564525380005e-07,7.641478069413888e-07,7.693354468479148e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,topology,B_factor,1.3164687613779822e-09,7.707706441916813e-10,1.2260575950531744e-09,1.6623186751196015e-09,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,topology,q,5.834269679683355e-07,3.4168231860747844e-07,5.432520383517955e-07,7.363883297471661e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,topology,rho,0.0011117227231009,0.0006506834284635318,0.0010344026072884073,0.0014007674015660673,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,topology,tau,0.0003387071304751,0.00033658461237031273,0.00033867802826016745,0.00034081021424822787,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,message_condition,B_total,7.642727899247743e-07,7.593564525380005e-07,7.641478069413888e-07,7.693354468479148e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,message_condition,B_factor,7.572839828696081e-07,7.525025730524123e-07,7.572346281120825e-07,7.619217203709713e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,message_condition,q,0.0003356098609997,0.0003335815096170982,0.0003355965002547204,0.00033753532647149434,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,message_condition,rho,0.0026869529878158,0.002671477331280916,0.0026870320886230813,0.002702115709708472,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,message_condition,tau,0.0003387071304751,0.00033658461237031273,0.00033867802826016745,0.00034081021424822787,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,inoculation,B_total,7.642727899247743e-07,7.593564525380005e-07,7.641478069413888e-07,7.693354468479148e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,inoculation,B_factor,5.0653277152045e-09,4.468877430760991e-09,5.060753009906261e-09,5.6726701086398416e-09,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,inoculation,q,2.2448301679064544e-06,1.980841559947267e-06,2.242550345755257e-06,2.514823541277256e-06,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,inoculation,rho,0.0030974855988415,0.0027101896294559748,0.0030989849260444364,0.0035079578026470668,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,inoculation,tau,0.0003387071304751,0.00033658461237031273,0.00033867802826016745,0.00034081021424822787,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,seeding_regime,B_total,7.642727899247743e-07,7.593564525380005e-07,7.641478069413888e-07,7.693354468479148e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,seeding_regime,B_factor,6.070105785838297e-10,2.3016415838388906e-10,6.257537113940268e-10,9.943171872895136e-10,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,seeding_regime,q,2.690123395082878e-07,1.020047118522808e-07,2.7715058053688956e-07,4.407718281595026e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,seeding_regime,rho,3.078483413457049e-07,1.1673473371565068e-07,3.171566892912932e-07,5.043738626377935e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D1,mean_signed_shift,seeding_regime,tau,0.0003387071304751,0.00033658461237031273,0.00033867802826016745,0.00034081021424822787,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,topology,B_total,9.561923825374232e-05,9.540146877481168e-05,9.562077634234545e-05,9.584236892288716e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,topology,B_factor,7.207934965833464e-08,6.735878562401861e-08,7.211418072433927e-08,7.711254141686267e-08,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,topology,q,3.1943816411012784e-05,2.9841437378353486e-05,3.197234798098033e-05,3.416634941643822e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,topology,rho,0.0608690864776995,0.05648732612930931,0.06087030165132909,0.06570017326284662,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,topology,tau,0.0423761230729312,0.04228831133512706,0.04237424224394549,0.04246461420652025,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,message_condition,B_total,9.561923825374232e-05,9.540146877481168e-05,9.562077634234545e-05,9.584236892288716e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,message_condition,B_factor,1.969812056484724e-05,1.9618643251682186e-05,1.9696229577897453e-05,1.9784652960490896e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,message_condition,q,0.0087297284166425,0.008698798081591269,0.008729492695574503,0.008762458013740083,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,message_condition,rho,0.0698917778579061,0.06965889997617342,0.06989153970375701,0.07010250553422076,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,message_condition,tau,0.0423761230729312,0.04228831133512706,0.04237424224394549,0.04246461420652025,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,inoculation,B_total,9.561923825374232e-05,9.540146877481168e-05,9.562077634234545e-05,9.584236892288716e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,inoculation,B_factor,1.52047405920998e-07,1.443660740674565e-07,1.525196275249427e-07,1.5955600950401005e-07,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,inoculation,q,6.738371591216874e-05,6.399050231356004e-05,6.758400614932524e-05,7.07466155670501e-05,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,inoculation,rho,0.0929781204023213,0.08857048447523592,0.09325375686801582,0.09778420604234181,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
C-D10,mean_signed_shift,inoculation,tau,0.0423761230729312,0.04228831133512706,0.04237424224394549,0.04246461420652025,30,30,100,1000,20,C-D50 repeated-cross-fit B at native R=30
