design,outcome,metric,lo95,median,hi95
C-D10,mean_signed_shift,shapley_share__message_condition,0.2039127611205992,0.20599913167046938,0.2081908384091925
C-D10,mean_signed_shift,shapley_share__seeding_regime,0.7890132891485351,0.7912137545921816,0.7933522347171593
C-D10,mean_signed_shift,tau,0.041994392287913004,0.04239541178304457,0.0427896592411632
C-D10,mean_total_shift,main_rho__message_condition,0.13597995044990147,0.13704631857061816,0.1380069244864518
C-D10,mean_total_shift,main_rho__seeding_regime,0.060750164215176025,0.061078537447412776,0.061374707798049294
C-D10,mean_total_shift,main_share__message_condition,0.16327958591651037,0.16418412151625567,0.16519076159664978
C-D10,mean_total_shift,main_share__seeding_regime,0.7398753500265939,0.7412473889629378,0.7425567486305008
C-D10,mean_total_shift,omega,0.2168881160948672,0.23765781161549077,0.26094917105438764
C-D10,mean_total_shift,shapley_rho__message_condition,0.1115250085224536,0.11242613341606446,0.11330898978923185
C-D10,mean_total_shift,shapley_rho__seeding_regime,0.06116344125005043,0.06149008499568724,0.06179867160006168
C-D10,mean_total_shift,shapley_share__message_condition,0.2099424079754832,0.21099215231014007,0.2121311940006253
C-D10,mean_total_shift,shapley_share__seeding_regime,0.7870138125785474,0.7881606001779308,0.7892222730823848
C-D10,mean_total_shift,tau,0.06764000124495517,0.0680020758862939,0.06835391206533571
C-D5,conversion_rate,main_rho__message_condition,0.014791856035222123,0.015897131356538648,0.017135524059567434
C-D5,conversion_rate,main_rho__seeding_regime,0.005454175909505749,0.005775257325241312,0.0061107100371632925
C-D5,conversion_rate,main_share__message_condition,0.2177979867574124,0.23171144618287498,0.24653555065267907
C-D5,conversion_rate,main_share__seeding_regime,0.6307071793882584,0.648782169525001,0.6689630785887986
C-D5,conversion_rate,omega,0.1757135811037453,0.19182988820159635,0.20940713084849238
C-D5,conversion_rate,shapley_rho__message_condition,0.010246652461360677,0.011027558269387767,0.01186067732772898
C-D5,conversion_rate,shapley_rho__seeding_regime,0.00534342895486925,0.005661711145029648,0.005987633937089145
C-D5,conversion_rate,shapley_share__message_condition,0.26702333623204355,0.2827491038877852,0.29841860610332116
C-D5,conversion_rate,shapley_share__seeding_regime,0.6825701704659791,0.6991648988015954,0.715076914680017
C-D5,conversion_rate,tau,0.006355404438471872,0.006690888012808694,0.00703399607121775
C-D5,mean_signed_shift,main_rho__message_condition,0.02915538357294397,0.02976757881895383,0.030337168408401137
C-D5,mean_signed_shift,main_rho__seeding_regime,0.007422963777409461,0.007543063210111067,0.0076552963823605675
C-D5,mean_signed_shift,main_share__message_condition,0.23586579423037102,0.23945709228074863,0.24340920948811975
C-D5,mean_signed_shift,main_share__seeding_regime,0.6581901232854612,0.6626638094539863,0.6669651444352875
C-D5,mean_signed_shift,omega,0.12471978630410588,0.1360353570788722,0.1489738312938063
C-D5,mean_signed_shift,shapley_rho__message_condition,0.021019582715888878,0.021482367396582363,0.021902352872284103
C-D5,mean_signed_shift,shapley_rho__seeding_regime,0.007490764001081605,0.007615364564569457,0.007734187594356665
C-D5,mean_signed_shift,shapley_share__message_condition,0.2823066350509243,0.2860684863429311,0.29003925442748607
C-D5,mean_signed_shift,shapley_share__seeding_regime,0.7055708208766512,0.7095591392085352,0.7134253253450654
C-D5,mean_signed_shift,tau,0.009231395820185319,0.00938054036657706,0.009512461703823076
