design,outcome,factor,replications,B_total_U,B_factor_U,q_proportion,rho_proportion,tau_proportion,in_sample_B_total,in_sample_B_factor
D-A95,mean_signed_shift,inoculation,30,0.00024255398408657908,1.5970580003614544e-06,0.0007077786627150865,0.97750335085389,0.10749423906593314,0.0002427358002693391,1.639353575501652e-06
D-A95,mean_signed_shift,seeding_regime,30,0.00024255398408657908,1.3475277324824505e-06,0.0005971926982314129,0.0006834053503166051,0.10749423906593314,0.0002427358002693391,1.3908366280951783e-06
E-S,mean_signed_shift,topology,30,0.0021033080740034092,1.0588406768708406e-06,0.0004692533634560341,0.8957631254631696,0.9321368263137921,0.002103489237260765,1.106455590872201e-06
E-S,mean_signed_shift,message_condition,30,0.0021033080740034092,6.0647966473235064e-05,0.026877756848593247,0.21518794751054549,0.9321368263137921,0.002103489237260765,6.069788719971934e-05
E-S,mean_signed_shift,inoculation,30,0.0021033080740034092,1.5968481258644635e-06,0.0007076856512585304,0.9773748940138622,0.9321368263137921,0.002103489237260765,1.6390128722468053e-06
E-S,mean_signed_shift,seeding_regime,30,0.0021033080740034092,0.002040004418727439,0.9040821304504845,1.03459832463671,0.9321368263137921,0.002103489237260765,0.002040045881597927
E-SD,mean_signed_shift,topology,60,1.6277483657997324e-07,1.1438548318833349e-09,5.069296437996272e-07,0.0009676838089673712,7.213799131413238e-05,1.6698503966158945e-07,2.2758287625616537e-09
E-SD,mean_signed_shift,message_condition,60,1.6277483657997324e-07,1.5681167238410376e-07,6.949525674898335e-05,0.0005563909870073408,7.213799131413238e-05,1.6698503966158945e-07,1.5794316411934028e-07
E-SD,mean_signed_shift,inoculation,60,1.6277483657997324e-07,4.915957625617593e-09,2.1786371649847244e-06,0.0030088857452950078,7.213799131413238e-05,1.6698503966158945e-07,5.892510826373732e-09
E-SD,mean_signed_shift,seeding_regime,60,1.6277483657997324e-07,-9.664826163068789e-11,-4.2832243634998966e-08,-4.901564361538761e-08,7.213799131413238e-05,1.6698503966158945e-07,8.735359533145123e-10
J-S06-D05,mean_signed_shift,topology,60,2.5201946504872687e-08,2.7090190989253e-10,1.200573751656499e-07,0.00022917889990438592,1.1168911831003561e-05,2.593583028159866e-08,4.670945273139664e-10
J-S06-D05,mean_signed_shift,message_condition,60,2.5201946504872687e-08,2.414466040042949e-08,1.0700347417600489e-05,8.56688231616222e-05,1.1168911831003561e-05,2.593583028159866e-08,2.4344619697095627e-08
J-S06-D05,mean_signed_shift,inoculation,60,2.5201946504872687e-08,8.016627330938892e-10,3.552781283142487e-07,0.0004906697237524308,1.1168911831003561e-05,2.593583028159866e-08,9.699748028382856e-10
J-S06-D05,mean_signed_shift,seeding_regime,60,2.5201946504872687e-08,-1.527853854310025e-11,-6.771090076771765e-09,-7.748586343479327e-09,1.1168911831003561e-05,2.593583028159866e-08,1.541412543508979e-10
J-S06-D50,mean_signed_shift,topology,30,2.3952854136402346e-06,3.7353149670506664e-08,1.6554040188899935e-05,0.031600197107678814,0.0010615343378283955,2.4104898568606216e-06,4.1449934611228414e-08
J-S06-D50,mean_signed_shift,message_condition,30,2.3952854136402346e-06,2.283098129808898e-06,0.001011815563866642,0.00810076955730343,0.0010615343378283955,2.4104898568606216e-06,2.2872553615960277e-06
J-S06-D50,mean_signed_shift,inoculation,30,2.3952854136402346e-06,7.357719160839167e-08,3.2607686302647086e-05,0.045034025894703775,0.0010615343378283955,2.4104898568606216e-06,7.700455791364083e-08
J-S06-D50,mean_signed_shift,seeding_regime,30,2.3952854136402346e-06,1.2569425524488244e-09,5.570474702112066e-07,6.374646285027933e-07,0.0010615343378283955,2.4104898568606216e-06,4.7800027397352326e-09
J-S06-D95,mean_signed_shift,topology,30,8.449584337677293e-06,1.1866476758300832e-07,5.2589442895805596e-05,0.10038859047864315,0.0037446576778464224,8.48150596332243e-06,1.2715240130257176e-07
J-S06-D95,mean_signed_shift,message_condition,30,8.449584337677293e-06,8.054166029376384e-06,0.0035694175541947214,0.02857737130453558,0.0037446576778464224,8.48150596332243e-06,8.063042594833069e-06
J-S06-D95,mean_signed_shift,inoculation,30,8.449584337677293e-06,2.469888956402469e-07,0.00010945968788996099,0.15117326550281882,0.0037446576778464224,8.48150596332243e-06,2.541668721795445e-07
J-S06-D95,mean_signed_shift,seeding_regime,30,8.449584337677293e-06,2.9764645077701527e-08,1.3190992865955292e-05,1.509528687688136e-05,0.0037446576778464224,8.48150596332243e-06,3.714409500729104e-08
J-S14-D50,mean_signed_shift,topology,30,1.5189292476108938e-05,2.0070248124493124e-07,8.894663421553069e-05,0.16979124982190585,0.00673153831225639,1.5274287387448027e-05,2.2334614417309596e-07
J-S14-D50,mean_signed_shift,message_condition,30,1.5189292476108938e-05,1.4444710802726875e-05,0.006401557171340252,0.051251968545292535,0.00673153831225639,1.5274287387448027e-05,1.4468062968934384e-05
J-S14-D50,mean_signed_shift,inoculation,30,1.5189292476108938e-05,4.6378490901992085e-07,0.00020553859823454427,0.28386652365777215,0.00673153831225639,1.5274287387448027e-05,4.829941780883304e-07
J-S14-D50,mean_signed_shift,seeding_regime,30,1.5189292476108938e-05,8.009428311729202e-08,3.5495908466098496e-05,4.062021158651232e-05,0.00673153831225639,1.5274287387448027e-05,9.98840962522959e-08
J-S14-D95,mean_signed_shift,topology,30,5.316738998442608e-05,7.371446863607001e-07,0.0003266852426285247,0.6236132050804978,0.023562540730963928,5.33440732354379e-05,7.839568208581344e-07
J-S14-D95,mean_signed_shift,message_condition,30,5.316738998442608e-05,4.980267437061896e-05,0.02207137765672493,0.17670724842982327,0.023562540730963928,5.33440732354379e-05,4.984998551020032e-05
J-S14-D95,mean_signed_shift,inoculation,30,5.316738998442608e-05,1.5955417372792008e-06,0.0007071066904658389,0.9765752992469079,0.023562540730963928,5.33440732354379e-05,1.6367968317977644e-06
J-S14-D95,mean_signed_shift,seeding_regime,30,5.316738998442608e-05,1.0320291901674765e-06,0.0004573711411447495,0.0005233987050819764,0.023562540730963928,5.33440732354379e-05,1.0733340725819488e-06
J-S18-D05,mean_signed_shift,topology,60,2.767329510220362e-07,1.7599403763467277e-09,7.799643129723851e-07,0.001488882819277517,0.00012264155588541368,2.836965924714048e-07,3.6297729129468304e-09
J-S18-D05,mean_signed_shift,message_condition,60,2.767329510220362e-07,2.6631539022849076e-07,0.0001180247371815595,0.0009449263602107715,0.00012264155588541368,2.836965924714048e-07,2.6817023739539526e-07
J-S18-D05,mean_signed_shift,inoculation,60,2.767329510220362e-07,8.777736605540684e-09,3.890087069429388e-06,0.005372545607540201,0.00012264155588541368,2.836965924714048e-07,1.0415085120708986e-08
J-S18-D05,mean_signed_shift,seeding_regime,60,2.767329510220362e-07,-1.2011618834080295e-10,-5.323267854708207e-08,-6.091751864766229e-08,0.00012264155588541368,2.836965924714048e-07,1.481497042354863e-09
J-S18-D50,mean_signed_shift,topology,30,2.565654117372651e-05,3.5061287420633245e-07,0.00015538340572495603,0.29661316464988796,0.01137037753026179,2.5796779918669474e-05,3.876355866571194e-07
J-S18-D50,mean_signed_shift,message_condition,30,2.565654117372651e-05,2.4199438649960732e-05,0.01072462385351598,0.08586318448600479,0.01137037753026179,2.5796779918669474e-05,2.4237658377937406e-05
J-S18-D50,mean_signed_shift,inoculation,30,2.565654117372651e-05,8.448782197475646e-07,0.00037443021881152394,0.5171204118321302,0.01137037753026179,2.5796779918669474e-05,8.775811911524274e-07
J-S18-D50,mean_signed_shift,seeding_regime,30,2.565654117372651e-05,2.6161142981200874e-07,0.0001159400522093864,0.00013267752976641036,0.01137037753026179,2.5796779918669474e-05,2.9390476292264675e-07
J-S18-D95,mean_signed_shift,topology,30,8.970220634300208e-05,1.178180955167635e-06,0.0005221421768628325,0.9967231877425119,0.03975391478185109,8.998116063253079e-05,1.2524614951854651e-06
J-S18-D95,mean_signed_shift,message_condition,30,8.970220634300208e-05,8.299952949870548e-05,0.03678344554880261,0.2944945962046318,0.03975391478185109,8.998116063253079e-05,8.307438933870438e-05
J-S18-D95,mean_signed_shift,inoculation,30,8.970220634300208e-05,2.652410324655469e-06,0.0011754860700935418,1.62344760152942,0.03975391478185109,8.998116063253079e-05,2.717499465251722e-06
J-S18-D95,mean_signed_shift,seeding_regime,30,8.970220634300208e-05,2.8720855644738795e-06,0.0012728409860922726,0.001456592390653525,0.03975391478185109,8.998116063253079e-05,2.9368103333895895e-06
NC-NoOp,mean_signed_shift,topology,30,0.0022564370536899666,1.1820543252696956e-06,0.0005238587636808544,1.0,1.0,0.0022566201586907675,1.230916591498974e-06
NC-NoOp,mean_signed_shift,message_condition,30,0.0022564370536899666,0.0002818371901161563,0.12490363498297727,1.0,1.0,0.0022566201586907675,0.00028188759231405206
NC-NoOp,mean_signed_shift,inoculation,30,0.0022564370536899666,1.6338133255158232e-06,0.0007240677610944376,1.0,1.0,0.0022566201586907675,1.6757968998783594e-06
NC-NoOp,mean_signed_shift,seeding_regime,30,0.0022564370536899666,0.001971783995923025,0.8738484384922476,1.0,1.0,0.0022566201586907675,0.0019718258528853387
PC-M01,mean_signed_shift,topology,30,3.442216323294757e-05,1.0298196253165717e-07,4.563919138061045e-05,0.08712117567706626,0.01525509571678801,3.4464380057139555e-05,1.143509327414987e-07
PC-M01,mean_signed_shift,message_condition,30,3.442216323294757e-05,3.1082797260220365e-05,0.013775167009152973,0.11028635804738868,0.01525509571678801,3.4464380057139555e-05,3.109411770307796e-05
PC-M01,mean_signed_shift,inoculation,30,3.442216323294757e-05,2.4508261992060516e-07,0.00010861487118367425,0.15000650079973385,0.01525509571678801,3.4464380057139555e-05,2.547801513113228e-07
PC-M01,mean_signed_shift,seeding_regime,30,3.442216323294757e-05,2.9913013902749658e-06,0.0013256746450707635,0.0015170532859887058,0.01525509571678801,3.4464380057139555e-05,3.0011312700088e-06
PC-M05,mean_signed_shift,topology,30,1.1073791215250941e-05,1.0352159319651957e-08,4.587834303962967e-06,0.008757769502082761,0.004907644641423476,1.1080082079112176e-05,1.2022796998629555e-08
PC-M05,mean_signed_shift,message_condition,30,1.1073791215250941e-05,2.5885154732825304e-06,0.0011471693699806576,0.009184435426054668,0.004907644641423476,1.1080082079112176e-05,2.5901601063434085e-06
PC-M05,mean_signed_shift,inoculation,30,1.1073791215250941e-05,2.2531522634346415e-08,9.985442579707891e-06,0.013790757048228151,0.004907644641423476,1.1080082079112176e-05,2.4069217680490684e-08
PC-M05,mean_signed_shift,seeding_regime,30,1.1073791215250941e-05,8.452392060014414e-06,0.0037459019945591484,0.004286672413150259,0.004907644641423476,1.1080082079112176e-05,8.453829958089649e-06
S-A06,mean_signed_shift,topology,30,0.00035842634234144313,1.7550268194230972e-07,7.777867397422365e-05,0.1484726024772739,0.15884615161557739,0.0003584630976416276,1.853208434080661e-07
S-A06,mean_signed_shift,message_condition,30,0.00035842634234144313,1.1831904504936623e-05,0.005243622677436462,0.04198134568422367,0.15884615161557739,0.0003584630976416276,1.1841710004778556e-05
S-A06,mean_signed_shift,inoculation,30,0.00035842634234144313,3.568332996465127e-07,0.00015814015244209045,0.21840518379531165,0.15884615161557739,0.0003584630976416276,3.655357461974067e-07
S-A06,mean_signed_shift,seeding_regime,30,0.00035842634234144313,0.00034606210185491785,0.15336661011172467,0.17550710553004584,0.15884615161557739,0.0003584630976416276,0.0003460705310472437
S-A18,mean_signed_shift,topology,30,0.003339043617005961,1.7975807212414764e-06,0.0007966456313513734,1.5207259791814927,1.4797858471370167,0.003339311558531198,1.8686095191170666e-06
S-A18,mean_signed_shift,message_condition,30,0.003339043617005961,9.20863829619191e-05,0.040810525962303994,0.3267360951333877,1.4797858471370167,0.003339311558531198,9.216040619535689e-05
S-A18,mean_signed_shift,inoculation,30,0.003339043617005961,2.5438998977169116e-06,0.0011273967929027115,1.557032163949182,1.4797858471370167,0.003339311558531198,2.6061358930300112e-06
S-A18,mean_signed_shift,seeding_regime,30,0.003339043617005961,0.003242615753425082,1.437051278750458,1.6445086074994537,1.4797858471370167,0.003339311558531198,0.0032426764069236934
C-D1,conversion_rate,topology,30,9.056519831276259e-07,-4.5797345728125354e-09,-1.1170057141158693e-06,-0.0016070155458433849,0.00022089019004712003,1.0833112268560557e-06,4.2282549612237685e-08
C-D1,conversion_rate,message_condition,30,9.056519831276259e-07,9.216378727991838e-07,0.00022478917803964686,0.001311584904380449,0.00022089019004712003,1.0833112268560557e-06,9.697599726464465e-07
C-D1,conversion_rate,inoculation,30,9.056519831276259e-07,-6.493390895249275e-09,-1.5837500227719631e-06,-0.0020290937642104727,0.00022089019004712003,1.0833112268560557e-06,3.46796771745106e-08
C-D1,conversion_rate,seeding_regime,30,9.056519831276259e-07,-4.912764203495081e-09,-1.1982322556387438e-06,-1.4486503624906154e-06,0.00022089019004712003,1.0833112268560557e-06,3.658902742286176e-08
C-D10,conversion_rate,topology,30,0.00011399830595503865,5.8279991760174923e-08,1.4214597544844637e-05,0.020450279657300823,0.027804397203986093,0.00011469349842016805,2.42207585214282e-07
C-D10,conversion_rate,message_condition,30,0.00011399830595503865,2.2976034579927173e-05,0.005603897235848168,0.032697245856477306,0.027804397203986093,0.00011469349842016805,2.3161565303443068e-05
C-D10,conversion_rate,inoculation,30,0.00011399830595503865,1.5537231666762192e-07,3.789559477167938e-05,0.04855167415099901,0.027804397203986093,0.00011469349842016805,3.2151647407883945e-07
C-D10,conversion_rate,seeding_regime,30,0.00011399830595503865,9.08086190666837e-05,0.022148389775821408,0.02677717339550617,0.027804397203986093,0.00011469349842016805,9.096820905743186e-05
C-D5,conversion_rate,topology,30,2.6543493439270468e-05,1.75299199940048e-08,4.275579837648138e-06,0.00615119795697156,0.006474007035314675,2.69897315798868e-05,1.326811531192678e-07
C-D5,conversion_rate,message_condition,30,2.6543493439270468e-05,7.49431682327724e-06,0.001827877703806401,0.010665178921305689,0.006474007035314675,2.69897315798868e-05,7.617081916159077e-06
C-D5,conversion_rate,inoculation,30,2.6543493439270468e-05,4.432051248833802e-08,1.0809854788508894e-05,0.013849539780901594,0.006474007035314675,2.69897315798868e-05,1.500419376944505e-07
C-D5,conversion_rate,seeding_regime,30,2.6543493439270468e-05,1.8987326183510892e-05,0.0046310438968821185,0.00559888401297625,0.006474007035314675,2.69897315798868e-05,1.908992657291401e-05
C-D50,conversion_rate,topology,30,0.004100009977511601,2.8498383756511983e-06,0.0006950808391400151,1.0,1.0,0.00410233257944081,3.4861262135740966e-06
C-D50,conversion_rate,message_condition,30,0.004100009977511601,0.0007026902106917251,0.1713874391881859,1.0,1.0,0.00410233257944081,0.00070331126382624
C-D50,conversion_rate,inoculation,30,0.004100009977511601,3.20014333974156e-06,0.0007805208663623319,1.0,1.0,0.00410233257944081,3.723425369571263e-06
C-D50,conversion_rate,seeding_regime,30,0.004100009977511601,0.0033912697851044833,0.8271369591063117,1.0,1.0,0.00410233257944081,0.0033918117640314243
CS-0,conversion_rate,topology,30,8.16884319181745e-05,1.2422161515246238e-07,3.0297881184146675e-05,0.04358900357781774,0.019923959299180356,8.311494055432665e-05,4.999978812568901e-07
CS-0,conversion_rate,message_condition,30,8.16884319181745e-05,8.111258193356772e-05,0.01978350842521534,0.11543149555722551,0.019923959299180356,8.311494055432665e-05,8.149345960089372e-05
CS-0,conversion_rate,inoculation,30,8.16884319181745e-05,3.0558850400218937e-07,7.453360008349509e-05,0.09549213005779558,0.019923959299180356,8.311494055432665e-05,6.362098989551603e-07
CS-0,conversion_rate,seeding_regime,30,8.16884319181745e-05,1.4603986545217985e-07,3.561939269738439e-05,4.306347613322673e-05,0.019923959299180356,8.311494055432665e-05,4.852731732209329e-07
CS-15,conversion_rate,topology,30,0.00011225265603209159,8.692007609285407e-08,2.1199966968277488e-05,0.030500001977477938,0.02737862996621792,0.00011368277143319101,4.7247455348053904e-07
CS-15,conversion_rate,message_condition,30,0.00011225265603209159,8.147606973929361e-05,0.019872163771841228,0.11594877586111373,0.02737862996621792,0.00011368277143319101,8.18537822859514e-05
CS-15,conversion_rate,inoculation,30,0.00011225265603209159,2.0127578218305791e-07,4.9091534724805045e-05,0.0628958645956505,0.02737862996621792,0.00011368277143319101,5.302222021206579e-07
CS-15,conversion_rate,seeding_regime,30,0.00011225265603209159,3.0488390434522132e-05,0.007436174692683626,0.008990258035039462,0.02737862996621792,0.00011368277143319101,3.082629239163849e-05
CS-30,conversion_rate,topology,30,0.00021860685251447667,1.237834791945985e-07,3.0191019015452688e-05,0.043435262944100654,0.05331861476277544,0.0002200223483526125,5.068880267657721e-07
CS-30,conversion_rate,message_condition,30,0.00021860685251447667,8.833170835418331e-05,0.02154426668195428,0.12570505040511376,0.05331861476277544,0.0002200223483526125,8.870954536724658e-05
CS-30,conversion_rate,inoculation,30,0.00021860685251447667,4.2505279725831693e-07,0.00010367116167758502,0.1328230495114771,0.05331861476277544,0.0002200223483526125,7.518671396330024e-07
CS-30,conversion_rate,seeding_regime,30,0.00021860685251447667,0.0001297263078838405,0.03164048590012814,0.03825301910618819,0.05331861476277544,0.0002200223483526125,0.0001300540478189672
CS-45,conversion_rate,topology,30,0.00040822548879180647,1.1605661519427403e-07,2.830642262600339e-05,0.040723928832544644,0.09956695008814802,0.00040959553603773396,4.960212022205134e-07
CS-45,conversion_rate,message_condition,30,0.00040822548879180647,9.911691912805351e-05,0.024174799493588077,0.1410535078188769,0.09956695008814802,0.00040959553603773396,9.948016471637702e-05
CS-45,conversion_rate,inoculation,30,0.00040822548879180647,3.7810656477099863e-07,9.222088893561204e-05,0.11815300898413322,0.09956695008814802,0.00040959553603773396,6.90728065656379e-07
CS-45,conversion_rate,seeding_regime,30,0.00040822548879180647,0.0003086144064837878,0.07527162328299836,0.0910026114228124,0.09956695008814802,0.00040959553603773396,0.0003089286220534801
CS-45-R,conversion_rate,topology,30,0.00046329378672945696,4.4467608295246595e-07,0.00010845731727276211,0.15603554459500035,0.1129982095825634,0.00046466930987263473,8.073033430771374e-07
CS-45-R,conversion_rate,message_condition,30,0.00046329378672945696,0.0001106902617232793,0.026997559110931726,0.1575235573786012,0.1129982095825634,0.00046466930987263473,0.00011105869670030909
CS-45-R,conversion_rate,inoculation,30,0.00046329378672945696,8.994937633674709e-07,0.00021938818888274906,0.28107921048315077,0.1129982095825634,0.00046466930987263473,1.2324455761341971e-06
CS-45-R,conversion_rate,seeding_regime,30,0.00046329378672945696,0.00035125935515985783,0.08567280496547619,0.10357753213934753,0.1129982095825634,0.00046466930987263473,0.00035157086425311444
D-A95,conversion_rate,topology,30,0.0003059269692440844,8.753767488845179e-07,0.00021350600454289774,0.30716715599160643,0.074616152380624,0.00030841674071306873,1.5392428276745322e-06
D-A95,conversion_rate,message_condition,30,0.0003059269692440844,0.00030163589417996485,0.0735695512533936,0.42925871115101466,0.074616152380624,0.00030841674071306873,0.0003023071554990552
D-A95,conversion_rate,inoculation,30,0.0003059269692440844,1.7386100558559197e-06,0.00042405020119271167,0.5432913064438945,0.074616152380624,0.00030841674071306873,2.3199334926209763e-06
D-A95,conversion_rate,seeding_regime,30,0.0003059269692440844,1.6770882593794384e-06,0.0004090449214948753,0.0004945310652504658,0.074616152380624,0.00030841674071306873,2.2504088937183276e-06
E-S,conversion_rate,topology,30,0.003164700883491549,1.3097220377879813e-06,0.00031944362208183807,0.45957765499199765,0.7718763858746229,0.0031670234631929906,1.9607579570766037e-06
E-S,conversion_rate,message_condition,30,0.003164700883491549,0.00011016934490728967,0.026870506538170476,0.1567822395004471,0.7718763858746229,0.0031670234631929906,0.00011077608629623055
E-S,conversion_rate,inoculation,30,0.003164700883491549,3.8124856907052666e-06,0.0009298722958277189,1.1913484134786159,0.7718763858746229,0.0031670234631929906,4.347021443656855e-06
E-S,conversion_rate,seeding_regime,30,0.003164700883491549,0.0030494093308557667,0.7437565634185431,0.8991939668880741,0.7718763858746229,0.0031670234631929906,0.0030499395974960277
E-SD,conversion_rate,topology,60,5.1258821906304166e-08,-1.640032620546504e-09,-4.000069827980958e-07,-0.0005754826780910867,1.2502121260059575e-05,1.4512913313704446e-07,2.3906974382135925e-08
E-SD,conversion_rate,message_condition,60,5.1258821906304166e-08,5.544227982713967e-08,1.3522474367437755e-05,7.890003159793921e-05,1.2502121260059575e-05,1.4512913313704446e-07,8.104758960518841e-08
E-SD,conversion_rate,inoculation,60,5.1258821906304166e-08,-6.697999607703475e-10,-1.6336544653407549e-07,-0.00020930311228635148,1.2502121260059575e-05,1.4512913313704446e-07,2.055565981903223e-08
E-SD,conversion_rate,seeding_regime,60,5.1258821906304166e-08,-1.8736253395176675e-09,-4.569806780457685e-07,-5.524848974703268e-07,1.2502121260059575e-05,1.4512913313704446e-07,1.9618909330688875e-08
J-S06-D05,conversion_rate,topology,60,6.50185188167561e-09,1.0431849127389988e-10,2.5443472539355475e-08,3.6605055277937554e-05,1.5858136729759246e-06,4.136783898876847e-08,9.31060403213937e-09
J-S06-D05,conversion_rate,message_condition,60,6.50185188167561e-09,9.049123117091466e-09,2.2070978282310437e-06,1.2877827212340912e-05,1.5858136729759246e-06,4.136783898876847e-08,1.8648590986393695e-08
J-S06-D05,conversion_rate,inoculation,60,6.50185188167561e-09,-1.2161317000662693e-09,-2.966167659924501e-07,-0.00038002413359536667,1.5858136729759246e-06,4.136783898876847e-08,6.849684660344967e-09
J-S06-D05,conversion_rate,seeding_regime,60,6.50185188167561e-09,-1.4354580266233224e-09,-3.5011086180198467e-07,-4.232803986660993e-07,1.5858136729759246e-06,4.136783898876847e-08,6.5589593098906e-09
J-S06-D50,conversion_rate,topology,30,9.09488634855034e-07,-6.78795982401586e-09,-1.655595928119093e-06,-0.0023818753659897596,0.0002218259564838975,1.5227704936670993e-06,1.5311225230564275e-07
J-S06-D50,conversion_rate,message_condition,30,9.09488634855034e-07,9.868666719654491e-07,0.0002406986025347195,0.001404412153392577,0.0002218259564838975,1.5227704936670993e-06,1.1540255168218273e-06
J-S06-D50,conversion_rate,inoculation,30,9.09488634855034e-07,-4.3185191287747763e-08,-1.0532947852472773e-05,-0.01349476779725603,0.0002218259564838975,1.5227704936670993e-06,1.0056918754177437e-07
J-S06-D50,conversion_rate,seeding_regime,30,9.09488634855034e-07,-2.7404885998644922e-08,-6.684102270228531e-06,-8.08101028087348e-06,0.0002218259564838975,1.5227704936670993e-06,1.1506353699786167e-07
J-S06-D95,conversion_rate,topology,30,4.4381084495886264e-06,3.903920893007376e-08,9.521735104110071e-06,0.013698744905543339,0.0010824628412934316,5.486566779150804e-06,3.170253053462775e-07
J-S06-D95,conversion_rate,message_condition,30,4.4381084495886264e-06,4.1911511485756495e-06,0.0010222294998216966,0.005964436511005183,0.0010824628412934316,5.486566779150804e-06,4.476859218173694e-06
J-S06-D95,conversion_rate,inoculation,30,4.4381084495886264e-06,5.5114529934427206e-08,1.3442535563749432e-05,0.0172225191446825,0.0010824628412934316,5.486566779150804e-06,3.013792189332775e-07
J-S06-D95,conversion_rate,seeding_regime,30,4.4381084495886264e-06,1.5280356214850687e-07,3.7269070803883066e-05,4.50579198445573e-05,0.0010824628412934316,5.486566779150804e-06,3.913030366975857e-07
J-S14-D50,conversion_rate,topology,30,7.093947666490027e-06,4.703788699944572e-08,1.1472627446627384e-05,0.01650545778361813,0.0017302269275928743,8.590669597988966e-06,4.4520928594117595e-07
J-S14-D50,conversion_rate,message_condition,30,7.093947666490027e-06,6.686666696841746e-06,0.001630890347466923,0.00951581023202162,0.0017302269275928743,8.590669597988966e-06,7.0925548845218476e-06
J-S14-D50,conversion_rate,inoculation,30,7.093947666490027e-06,2.160813376195491e-07,5.27026370191163e-05,0.06752239343035166,0.0017302269275928743,8.590669597988966e-06,5.525028568986856e-07
J-S14-D50,conversion_rate,seeding_regime,30,7.093947666490027e-06,1.4416174502932557e-07,3.5161315660217235e-05,4.250966574895604e-05,0.0017302269275928743,8.590669597988966e-06,5.004025706272978e-07
J-S14-D95,conversion_rate,topology,30,3.504111433286624e-05,6.309399391986318e-07,0.00015388741555735555,0.2213949901823677,0.008546592453448996,3.757922699409094e-05,1.3046232394549533e-06
J-S14-D95,conversion_rate,message_condition,30,3.504111433286624e-05,3.144478200528479e-05,0.007669440361793807,0.044749139132492954,0.008546592453448996,3.757922699409094e-05,3.211765305553554e-05
J-S14-D95,conversion_rate,inoculation,30,3.504111433286624e-05,1.6774896309961447e-06,0.0004091428167729131,0.5241920292019222,0.008546592453448996,3.757922699409094e-05,2.2681506366895596e-06
J-S14-D95,conversion_rate,seeding_regime,30,3.504111433286624e-05,1.2879027573869811e-06,0.00031412185932499647,0.00037977006814493276,0.008546592453448996,3.757922699409094e-05,1.8888000624111865e-06
J-S18-D05,conversion_rate,topology,60,5.27698032368521e-08,-4.533678624913469e-09,-1.105772583427973e-06,-0.0015908546476350635,1.2870652395065491e-05,1.7189649436449788e-07,2.7427265310544797e-08
J-S18-D05,conversion_rate,message_condition,60,5.27698032368521e-08,7.189946317532576e-08,1.7536411757457076e-05,0.00010232028578361473,1.2870652395065491e-05,1.7189649436449788e-07,1.0384617923448317e-07
J-S18-D05,conversion_rate,inoculation,60,5.27698032368521e-08,-6.853823327771518e-09,-1.6716601582348527e-06,-0.0021417238542586737,1.2870652395065491e-05,1.7189649436449788e-07,2.0446633490753032e-08
J-S18-D05,conversion_rate,seeding_regime,60,5.27698032368521e-08,-7.74215798578717e-09,-1.8883266207283916e-06,-2.2829672884749978e-06,1.2870652395065491e-05,1.7189649436449788e-07,2.017641632871837e-08
J-S18-D50,conversion_rate,topology,30,1.4614273454040715e-05,1.9252147997313553e-07,4.695634425991852e-05,0.06755522755887645,0.003564448265784583,1.6496610889507467e-05,6.930698354032069e-07
J-S18-D50,conversion_rate,message_condition,30,1.4614273454040715e-05,1.3324996850142415e-05,0.0032499913227600702,0.01896283262154079,0.003564448265784583,1.6496610889507467e-05,1.382631562152129e-05
J-S18-D50,conversion_rate,inoculation,30,1.4614273454040715e-05,7.949590734272016e-07,0.00019389198508967586,0.24841358309012546,0.003564448265784583,1.6496610889507467e-05,1.2337677316059706e-06
J-S18-D50,conversion_rate,seeding_regime,30,1.4614273454040715e-05,3.017960504980393e-07,7.360861367493718e-05,8.899205006443955e-05,0.003564448265784583,1.6496610889507467e-05,7.434577009770753e-07
J-S18-D95,conversion_rate,topology,30,7.731656692590065e-05,1.341588830147619e-06,0.00032721599154787,0.47075961977705527,0.018857653359376947,8.058698533552418e-05,2.21275641379786e-06
J-S18-D95,conversion_rate,message_condition,30,7.731656692590065e-05,6.985205391290079e-05,0.017037044859899524,0.09940661311353512,0.018857653359376947,8.058698533552418e-05,7.073687147877241e-05
J-S18-D95,conversion_rate,inoculation,30,7.731656692590065e-05,3.5420177459319396e-06,0.0008639046649544202,1.106830966583512,0.018857653359376947,8.058698533552418e-05,4.311636054336114e-06
J-S18-D95,conversion_rate,seeding_regime,30,7.731656692590065e-05,2.5809064369207403e-06,0.00062948784297524,0.0007610442696882707,0.018857653359376947,8.058698533552418e-05,3.325721388618233e-06
NC-NoOp,conversion_rate,topology,30,0.004100009977511601,2.8498383756511983e-06,0.0006950808391400151,1.0,1.0,0.00410233257944081,3.4861262135740966e-06
NC-NoOp,conversion_rate,message_condition,30,0.004100009977511601,0.0007026902106917251,0.1713874391881859,1.0,1.0,0.00410233257944081,0.00070331126382624
NC-NoOp,conversion_rate,inoculation,30,0.004100009977511601,3.20014333974156e-06,0.0007805208663623319,1.0,1.0,0.00410233257944081,3.723425369571263e-06
NC-NoOp,conversion_rate,seeding_regime,30,0.004100009977511601,0.0033912697851044833,0.8271369591063117,1.0,1.0,0.00410233257944081,0.0033918117640314243
PC-M01,conversion_rate,topology,30,3.886882747617072e-05,7.055620820498499e-08,1.720878939124127e-05,0.02475796831420752,0.009480178753067618,3.9860164349829584e-05,3.334189906582227e-07
