design,outcome,factor,metric,point,p02_5,median,p97_5,range_width,bootstrap_draws,range_label,replications_design,replications_benchmark
PC-M01,mean_total_shift,message_condition,tau_proportion,0.023923177470442026,0.02377968639978047,0.023925972986962456,0.0240965583826522,0.00031687198287172827,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,inoculation,B_total_U,8.040186822155756e-05,7.984643615494144e-05,8.042021644971234e-05,8.103747598956531e-05,1.1910398346238766e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,inoculation,B_factor_U,1.0519126676219699e-07,8.804073898940292e-08,1.046598011388404e-07,1.2252221067812776e-07,3.4481471688724836e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,inoculation,q_proportion,3.1299140166222094e-05,2.6106388049795964e-05,3.115142680397664e-05,3.6449264947212176e-05,1.0342876897416212e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,inoculation,rho_proportion,0.12277185121322512,0.09804272081285947,0.12333512123876193,0.15093089856017777,0.0528881777473183,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,inoculation,tau_proportion,0.023923177470442026,0.02377968639978047,0.023925972986962456,0.0240965583826522,0.00031687198287172827,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,seeding_regime,B_total_U,8.040186822155756e-05,7.984643615494144e-05,8.042021644971234e-05,8.103747598956531e-05,1.1910398346238766e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,seeding_regime,B_factor_U,6.952796584019164e-06,6.7747680695651675e-06,6.956958170360812e-06,7.142982046470117e-06,3.682139769049497e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,seeding_regime,q_proportion,0.0020687701700789077,0.0020184169104917192,0.002070129000764266,0.00212323660458948,0.00010481969409776096,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,seeding_regime,rho_proportion,0.002373095718796685,0.0023148079986702198,0.0023747833947123475,0.0024359634581184015,0.00012115545944818172,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M01,mean_total_shift,seeding_regime,tau_proportion,0.023923177470442026,0.02377968639978047,0.023925972986962456,0.0240965583826522,0.00031687198287172827,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,topology,B_total_U,2.962449512623758e-05,2.9429625624903563e-05,2.9627675866268434e-05,2.981805632245768e-05,3.8843069755411564e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,topology,B_factor_U,1.5634931604632984e-08,1.2212253303863748e-08,1.565586905959927e-08,1.9443558989866555e-08,7.231305686002807e-09,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,topology,q_proportion,4.652096422500416e-06,3.6358863597739102e-06,4.6551239334688615e-06,5.775057947067059e-06,2.1391715872931485e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,topology,rho_proportion,0.01299313000409541,0.009862007544088698,0.012980470892936236,0.017130145589911886,0.007268138045823188,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,topology,tau_proportion,0.00881462172525992,0.008756115472229571,0.008815049664429652,0.00887375181692633,0.00011763634469675807,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,message_condition,B_total_U,2.962449512623758e-05,2.9429625624903563e-05,2.9627675866268434e-05,2.981805632245768e-05,3.8843069755411564e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,message_condition,B_factor_U,6.40658575178239e-06,6.3578780354906055e-06,6.408058571086049e-06,6.457176109894227e-06,9.929807440362184e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,message_condition,q_proportion,0.0019062478436092025,0.0018924311424326535,0.0019065581527862633,0.0019206447065806763,2.8213564148022808e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,message_condition,rho_proportion,0.014936095794810793,0.014798478216200402,0.014937292496217792,0.015081956976469005,0.0002834787602686035,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,message_condition,tau_proportion,0.00881462172525992,0.008756115472229571,0.008815049664429652,0.00887375181692633,0.00011763634469675807,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,inoculation,B_total_U,2.962449512623758e-05,2.9429625624903563e-05,2.9627675866268434e-05,2.981805632245768e-05,3.8843069755411564e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,inoculation,B_factor_U,8.517661154161949e-09,5.143973561026442e-09,8.444187199682369e-09,1.2081588415664701e-08,6.937614854638259e-09,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,inoculation,q_proportion,2.534387868483274e-06,1.530120089203585e-06,2.509066124018859e-06,3.5974077261933716e-06,2.067287636989787e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,inoculation,rho_proportion,0.00994121527471942,0.006318116637973772,0.009821024680310793,0.013951033750617443,0.007632917112643671,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,inoculation,tau_proportion,0.00881462172525992,0.008756115472229571,0.008815049664429652,0.00887375181692633,0.00011763634469675807,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,seeding_regime,B_total_U,2.962449512623758e-05,2.9429625624903563e-05,2.9627675866268434e-05,2.981805632245768e-05,3.8843069755411564e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,seeding_regime,B_factor_U,2.31937567816964e-05,2.3043834405200586e-05,2.3196159257980243e-05,2.3345531983777198e-05,3.0169757857661123e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,seeding_regime,q_proportion,0.006901187397359736,0.006856798137612827,0.006901727239694061,0.006947005550595298,9.02074129824704e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,seeding_regime,rho_proportion,0.00791638361000892,0.007867649085970069,0.007917197848305163,0.007967148094046222,9.949900807615375e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
PC-M05,mean_total_shift,seeding_regime,tau_proportion,0.00881462172525992,0.008756115472229571,0.008815049664429652,0.00887375181692633,0.00011763634469675807,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,topology,B_total_U,0.000525973352268962,0.0005241752757950742,0.0005259590606954594,0.00052768611321322,3.510837418145866e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,topology,B_factor_U,1.686623526897276e-07,1.396748850137056e-07,1.6820138486688618e-07,1.9792029961108873e-07,5.824541459738314e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,topology,q_proportion,5.0184647262919944e-05,4.165163134521826e-05,5.007440566658161e-05,5.8824372412171045e-05,1.717274106695279e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,topology,rho_proportion,0.14016382870807348,0.12006343726231845,0.1409809769384716,0.16690425854566346,0.046840821283345005,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,topology,tau_proportion,0.15650076458894926,0.15598647360401152,0.15649085150978434,0.15702256074111406,0.0010360871371025426,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,message_condition,B_total_U,0.000525973352268962,0.0005241752757950742,0.0005259590606954594,0.00052768611321322,3.510837418145866e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,message_condition,B_factor_U,7.876165291011463e-06,7.708267902834363e-06,7.870488106633246e-06,8.035148749256084e-06,3.268808464217203e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,message_condition,q_proportion,0.0023435139532352613,0.002293144684917894,0.002341965246178193,0.0023903495640835324,9.720487916563833e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,message_condition,rho_proportion,0.01836222347442745,0.01794004425756182,0.018343089055736787,0.018740115300542093,0.0008000710429802715,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,message_condition,tau_proportion,0.15650076458894926,0.15598647360401152,0.15649085150978434,0.15702256074111406,0.0010360871371025426,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,inoculation,B_total_U,0.000525973352268962,0.0005241752757950742,0.0005259590606954594,0.00052768611321322,3.510837418145866e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,inoculation,B_factor_U,2.223238473367894e-07,1.916846436845528e-07,2.2176428048447718e-07,2.526442551043659e-07,6.095961141981309e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,inoculation,q_proportion,6.615135908400958e-05,5.712242130367821e-05,6.595232546778552e-05,7.513143168258028e-05,1.8009010378902066e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,inoculation,rho_proportion,0.2594807643878782,0.230519944904385,0.2593008855505941,0.29161150311599315,0.061091558211608166,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,inoculation,tau_proportion,0.15650076458894926,0.15598647360401152,0.15649085150978434,0.15702256074111406,0.0010360871371025426,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,seeding_regime,B_total_U,0.000525973352268962,0.0005241752757950742,0.0005259590606954594,0.00052768611321322,3.510837418145866e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,seeding_regime,B_factor_U,0.0005177062007779242,0.0005159976920701976,0.0005177039463362326,0.0005193661333202249,3.368441250027306e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,seeding_regime,q_proportion,0.1540409146293671,0.15353292093840562,0.15403602408658523,0.15456399081391486,0.001031069875509244,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,seeding_regime,rho_proportion,0.17670103731848263,0.1762057690170213,0.17669220853404116,0.17718691320288585,0.0009811441858645353,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A06,mean_total_shift,seeding_regime,tau_proportion,0.15650076458894926,0.15598647360401152,0.15649085150978434,0.15702256074111406,0.0010360871371025426,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,topology,B_total_U,0.004764187324306784,0.004754723374272253,0.004764151171400027,0.004774906964145644,2.0183589873391458e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,topology,B_factor_U,1.8330043365829576e-06,1.6080790643476579e-06,1.8216723804516024e-06,2.062045711524507e-06,4.539666471768493e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,topology,q_proportion,0.0005454013571839668,0.0004788596608247819,0.0005422396905826506,0.0006131188433166219,0.00013425918249184002,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,topology,rho_proportion,1.5232854383728593,1.3456926266545322,1.5236827976892091,1.7524238725177521,0.40673124586321996,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,topology,tau_proportion,1.417560330162358,1.4143704686521938,1.4175790922982014,1.4208975302655942,0.006527061613400331,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,message_condition,B_total_U,0.004764187324306784,0.004754723374272253,0.004764151171400027,0.004774906964145644,2.0183589873391458e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,message_condition,B_factor_U,5.634308920667484e-05,5.5002706493646943e-05,5.6332164305233267e-05,5.7781456712345834e-05,2.7787502186988903e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,message_condition,q_proportion,0.01676460699408008,0.016345272987035128,0.01676095045039945,0.017208710765071272,0.0008634377780361441,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,message_condition,rho_proportion,0.1313563589673856,0.12779396866771606,0.13133604896753415,0.13489515402507612,0.007101185357360068,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,message_condition,tau_proportion,1.417560330162358,1.4143704686521938,1.4175790922982014,1.4208975302655942,0.006527061613400331,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,inoculation,B_total_U,0.004764187324306784,0.004754723374272253,0.004764151171400027,0.004774906964145644,2.0183589873391458e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,inoculation,B_factor_U,1.3272681629471009e-06,1.1310680301252534e-06,1.3251186354721177e-06,1.5344837277673913e-06,4.034156976421379e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,inoculation,q_proportion,0.0003949220648151246,0.00033591754768063996,0.0003940858926394403,0.0004564698190466594,0.00012055227136601945,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,inoculation,rho_proportion,1.549094087722808,1.4053443027577213,1.5437329792437366,1.7016059530899974,0.29626165033227614,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,inoculation,tau_proportion,1.417560330162358,1.4143704686521938,1.4175790922982014,1.4208975302655942,0.006527061613400331,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,seeding_regime,B_total_U,0.004764187324306784,0.004754723374272253,0.004764151171400027,0.004774906964145644,2.0183589873391458e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,seeding_regime,B_factor_U,0.00470468396260058,0.004695165146749896,0.004704851595193051,0.0047151435584999,1.9978411750003373e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,seeding_regime,q_proportion,1.399855399746279,1.3968914068393228,1.3998481217462087,1.4029135771107684,0.006022170271445582,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,seeding_regime,rho_proportion,1.6057805280253095,1.6030013001720422,1.6058649854252114,1.6087697784649135,0.005768478292871304,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
S-A18,mean_total_shift,seeding_regime,tau_proportion,1.417560330162358,1.4143704686521938,1.4175790922982014,1.4208975302655942,0.006527061613400331,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,topology,B_total_U,7.643131753517968e-07,7.422836096285542e-07,7.637608516401683e-07,7.859166412488413e-07,4.363303162028716e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,topology,B_factor_U,1.2913889349313363e-09,-1.2742969244292544e-10,1.2701479453613915e-09,2.8443961593786716e-09,2.9718258518215973e-09,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,topology,q_proportion,5.723132993315809e-07,-5.638027266615896e-08,5.625654987681228e-07,1.2593440153472937e-06,1.3157242880134528e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,topology,rho_proportion,0.0010924954186320457,-0.00011947221544855708,0.0010461983601547284,0.002438976078756238,0.002558448294204795,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,topology,tau_proportion,0.0003387256799838091,0.0003294716253237206,0.00033845650554255725,0.0003479599772281879,1.8488351904467307e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,message_condition,B_total_U,7.643131753517968e-07,7.422836096285542e-07,7.637608516401683e-07,7.859166412488413e-07,4.363303162028716e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,message_condition,B_factor_U,7.573142172623859e-07,7.364081575610904e-07,7.567912750395513e-07,7.779821936487727e-07,4.157403608768231e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,message_condition,q_proportion,0.00033562390584924355,0.0003267422613032097,0.0003354898328652025,0.00034456862559529525,1.7826364292085567e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,message_condition,rho_proportion,0.002687062757580952,0.0026200600025557607,0.0026849606210593395,0.002756950198112769,0.00013689019555700828,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,message_condition,tau_proportion,0.0003387256799838091,0.0003294716253237206,0.00033845650554255725,0.0003479599772281879,1.8488351904467307e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,inoculation,B_total_U,7.643131753517968e-07,7.422836096285542e-07,7.637608516401683e-07,7.859166412488413e-07,4.363303162028716e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,inoculation,B_factor_U,5.11169377074759e-09,3.1058967798689662e-09,5.055475360341644e-09,7.555974094336317e-09,4.450077314467351e-09,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,inoculation,q_proportion,2.2653828354699297e-06,1.3769710592602838e-06,2.2423758956105026e-06,3.3435485493791286e-06,1.966577490118845e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,inoculation,rho_proportion,0.0031286889945849475,0.0018586377389758631,0.0031179620084653115,0.004811452493048675,0.002952814754072812,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,inoculation,tau_proportion,0.0003387256799838091,0.0003294716253237206,0.00033845650554255725,0.0003479599772281879,1.8488351904467307e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,seeding_regime,B_total_U,7.643131753517968e-07,7.422836096285542e-07,7.637608516401683e-07,7.859166412488413e-07,4.363303162028716e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,seeding_regime,B_factor_U,5.958753837330172e-10,-7.40005861685054e-10,6.15143265176933e-10,1.9654459984852222e-09,2.7054518601702764e-09,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,seeding_regime,q_proportion,2.6407799976453063e-07,-3.2841460517192454e-07,2.7210992318360694e-07,8.721608730213312e-07,1.2005754781932558e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,seeding_regime,rho_proportion,3.022011462538918e-07,-3.75826269457669e-07,3.1137262765844785e-07,9.972051697914e-07,1.373031439249069e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D1,mean_signed_shift,seeding_regime,tau_proportion,0.0003387256799838091,0.0003294716253237206,0.00033845650554255725,0.0003479599772281879,1.8488351904467307e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,topology,B_total_U,9.561950520382896e-05,9.474764858912484e-05,9.561847400961616e-05,9.664076993671608e-05,1.8931213475912402e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,topology,B_factor_U,7.218528523226446e-08,5.2071715139783064e-08,7.172979349418068e-08,9.521586055357564e-08,4.314414541379257e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,topology,q_proportion,3.1990826030010184e-05,2.3022426868628773e-05,3.1816123171022516e-05,4.2188912966565964e-05,1.916648609793719e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,topology,rho_proportion,0.06106765458160714,0.044178590883852044,0.06071502178959227,0.08346561043216891,0.039287019548316864,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,topology,tau_proportion,0.042376322905822585,0.04201839515127679,0.04237314960619136,0.04280135170142061,0.0007829565501438207,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,message_condition,B_total_U,9.561950520382896e-05,9.474764858912484e-05,9.561847400961616e-05,9.664076993671608e-05,1.8931213475912402e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,message_condition,B_factor_U,1.969832112556294e-05,1.9315418538719335e-05,1.9697355646832715e-05,2.006111266097128e-05,7.456941222519457e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,message_condition,q_proportion,0.008729834095460427,0.008577671482179822,0.00872914301783628,0.008879344122937647,0.00030167264075782463,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,message_condition,rho_proportion,0.06989255434119422,0.06887551911089158,0.06988300858986879,0.07088684339042797,0.002011324279536389,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,message_condition,tau_proportion,0.042376322905822585,0.04201839515127679,0.04237314960619136,0.04280135170142061,0.0007829565501438207,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,inoculation,B_total_U,9.561950520382896e-05,9.474764858912484e-05,9.561847400961616e-05,9.664076993671608e-05,1.8931213475912402e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,inoculation,B_factor_U,1.5203427651114848e-07,1.1502586426597023e-07,1.5203871460010143e-07,1.8236142242787877e-07,6.733555816190853e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,inoculation,q_proportion,6.737802690419651e-05,5.091264572487027e-05,6.746350534405336e-05,8.093064654704259e-05,3.0018000822172316e-05,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,inoculation,rho_proportion,0.09305486381875887,0.07331114567928489,0.09311035121345336,0.1126788343530513,0.039367688673766416,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,inoculation,tau_proportion,0.042376322905822585,0.04201839515127679,0.04237314960619136,0.04280135170142061,0.0007829565501438207,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,seeding_regime,B_total_U,9.561950520382896e-05,9.474764858912484e-05,9.561847400961616e-05,9.664076993671608e-05,1.8931213475912402e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,seeding_regime,B_factor_U,7.56969645165226e-05,7.504848629812212e-05,7.569602444696476e-05,7.644096559211063e-05,1.3924792939885069e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,seeding_regime,q_proportion,0.03354711995742795,0.033267734107460575,0.03354618500596722,0.033867542652238805,0.0005998085447782298,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,seeding_regime,rho_proportion,0.03839008972232153,0.038062974679350985,0.038392185486812856,0.03876987246350735,0.0007068977841563628,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D10,mean_signed_shift,seeding_regime,tau_proportion,0.042376322905822585,0.04201839515127679,0.04237314960619136,0.04280135170142061,0.0007829565501438207,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,topology,B_total_U,2.1112562808369886e-05,2.0769556337391612e-05,2.111652989503671e-05,2.1462388872111143e-05,6.928325347195316e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,topology,B_factor_U,1.7385898756623306e-08,9.148063050608259e-09,1.735827869086601e-08,2.8629747835537262e-08,1.9481684784929e-08,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,topology,q_proportion,7.705022716318201e-06,4.0682510673217575e-06,7.682848242157748e-06,1.268809495859644e-05,8.619843891274682e-06,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,topology,rho_proportion,0.014708206200807705,0.007733796289048824,0.014663395723479593,0.02400356753277235,0.016269771243723526,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,topology,tau_proportion,0.009356592852366242,0.009212840111647417,0.009358562797872293,0.009504284887794614,0.00029144477614719694,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,message_condition,B_total_U,2.1112562808369886e-05,2.0769556337391612e-05,2.111652989503671e-05,2.1462388872111143e-05,6.928325347195316e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,message_condition,B_factor_U,6.041249116918754e-06,5.916649495737031e-06,6.0406013251088275e-06,6.175139653355378e-06,2.5849015761834667e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,message_condition,q_proportion,0.002677339971456088,0.002622925138419035,0.00267681817009511,0.0027338658120909516,0.00011094067367191677,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,message_condition,rho_proportion,0.021435244633360544,0.021033894622731843,0.021425926470609927,0.021840808459996183,0.0008069138372643406,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,message_condition,tau_proportion,0.009356592852366242,0.009212840111647417,0.009358562797872293,0.009504284887794614,0.00029144477614719694,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
C-D5,mean_signed_shift,inoculation,B_total_U,2.1112562808369886e-05,2.0769556337391612e-05,2.111652989503671e-05,2.1462388872111143e-05,6.928325347195316e-07,1000,2.5th-97.5th percentile range from distinct-pair replication-block bootstrap,30,30
