design,outcome,factor,replications,splits,mean_B_total,mean_B_factor,split_sd_B_factor,split_q025_B_factor,split_q975_B_factor,positive_frequency,sign_stability,factor_ranking_agreement,q_point,rho_point,tau_point
C-D50,mean_signed_shift,topology,30,100,0.002256441394819842,1.1841700578953519e-06,1.1080834163379555e-08,1.1630434005319227e-06,1.2034124297230454e-06,1.0,1.0,1.0,0.0005247953971301338,1.0,1.0
C-D50,mean_signed_shift,message_condition,30,100,0.002256441394819842,0.0002818374516798613,1.262934545883293e-08,0.00028181417330761454,0.0002818599857017331,1.0,1.0,1.0,0.12490351060164083,1.0,1.0
C-D50,mean_signed_shift,inoculation,30,100,0.002256441394819842,1.6353030719816736e-06,9.51401745409369e-09,1.6190135826336416e-06,1.6505751720192434e-06,1.0,1.0,1.0,0.0007247265875089297,1.0,1.0
C-D50,mean_signed_shift,seeding_regime,30,100,0.002256441394819842,0.0019717844700101027,9.43844088102067e-09,0.001971766343170645,0.001971800216385005,1.0,1.0,1.0,0.8738469674137198,1.0,1.0
CS-0,mean_signed_shift,topology,30,100,7.027202357268082e-05,2.2207065452825662e-07,4.019898379123497e-09,2.1464312271974384e-07,2.283630508712534e-07,1.0,1.0,1.0,9.841631829573271e-05,0.1875327391092349,0.031142853403596352
CS-0,mean_signed_shift,message_condition,30,100,7.027202357268082e-05,6.940231428961529e-05,4.1208317901511545e-09,6.939272022043122e-05,6.94085404440957e-05,1.0,1.0,1.0,0.0307574193812184,0.24624943873126293,0.031142853403596352
CS-0,mean_signed_shift,inoculation,30,100,7.027202357268082e-05,5.295502029765336e-07,3.707355386373859e-09,5.209985851974351e-07,5.352563110014355e-07,1.0,1.0,1.0,0.00023468378314288714,0.32382389053719585,0.031142853403596352
CS-0,mean_signed_shift,seeding_regime,30,100,7.027202357268082e-05,1.1808842556074816e-07,3.956289426300164e-09,1.1072232127441347e-07,1.249813320154567e-07,1.0,1.0,1.0,5.233392093933667e-05,5.988911433111303e-05,0.031142853403596352
CS-15,mean_signed_shift,topology,30,100,9.703018981394762e-05,1.9558329952200431e-07,4.138838622410997e-09,1.8766551942131618e-07,2.0225027681520412e-07,1.0,1.0,1.0,8.667776613698404e-05,0.16516487494171087,0.043001422521631534
CS-15,mean_signed_shift,message_condition,30,100,9.703018981394762e-05,6.900460936504671e-05,4.191345962452516e-09,6.899577671623861e-05,6.901052282789418e-05,1.0,1.0,1.0,0.030581166221937777,0.24483832419627796,0.043001422521631534
CS-15,mean_signed_shift,inoculation,30,100,9.703018981394762e-05,5.078802363889821e-07,4.4288187692391586e-09,4.98073928899875e-07,5.143673755786765e-07,1.0,1.0,1.0,0.00022508018048017248,0.3105725446803746,0.043001422521631534
CS-15,mean_signed_shift,seeding_regime,30,100,9.703018981394762e-05,2.7322116912989937e-05,3.551602111470201e-09,2.7315100452488387e-05,2.7328417240760896e-05,1.0,1.0,1.0,0.012108498353076607,0.01385654331319992,0.043001422521631534
CS-30,mean_signed_shift,topology,30,100,0.00018797040050690773,2.2013373189962772e-07,4.158497555644204e-09,2.1279887846280637e-07,2.2765476409163375e-07,1.0,1.0,1.0,9.755792124935892e-05,0.1858970596595523,0.08330391426891706
CS-30,mean_signed_shift,message_condition,30,100,0.00018797040050690773,7.284553773249438e-05,4.234205154139937e-09,7.283576728142963e-05,7.28517528140254e-05,1.0,1.0,1.0,0.032283372348924,0.25846649300263863,0.08330391426891706
CS-30,mean_signed_shift,inoculation,30,100,0.00018797040050690773,5.126839946228333e-07,4.351403621850231e-09,5.041865434464243e-07,5.203356250036085e-07,1.0,1.0,1.0,0.00022720908940946234,0.3135100785945193,0.08330391426891706
CS-30,mean_signed_shift,seeding_regime,30,100,0.00018797040050690773,0.00011439204504789089,3.5107264321168805e-09,0.00011438509938459571,0.00011439781954406122,1.0,1.0,1.0,0.05069577490933424,0.05801447713365182,0.08330391426891706
CS-45,mean_signed_shift,topology,30,100,0.0003394800996707966,2.7261708110107233e-07,4.6686619145692124e-09,2.6168376400664904e-07,2.7934612309553334e-07,1.0,1.0,1.0,0.00012081726639429895,0.23021784690756317,0.1504493316113363
CS-45,mean_signed_shift,message_condition,30,100,0.0003394800996707966,7.974202457708318e-05,4.532866823239352e-09,7.973188026373177e-05,7.974962860608262e-05,1.0,1.0,1.0,0.035339727750141686,0.28293622476995006,0.1504493316113363
CS-45,mean_signed_shift,inoculation,30,100,0.0003394800996707966,5.635210814113319e-07,4.460253800175323e-09,5.54807019622929e-07,5.709747149064771e-07,1.0,1.0,1.0,0.00024973885105326405,0.3445973355437121,0.1504493316113363
CS-45,mean_signed_shift,seeding_regime,30,100,0.0003394800996707966,0.000258901936931201,3.364923841822932e-09,0.00025889514660529776,0.0002589078698202402,1.0,1.0,1.0,0.11473904774374703,0.13130336548896465,0.1504493316113363
CS-45-R,mean_signed_shift,topology,30,100,0.00038768121092025746,2.125742014279393e-07,4.744760601288969e-09,2.0310500317917095e-07,2.209498611135001e-07,1.0,1.0,1.0,9.420772102300118e-05,0.17951323799366412,0.1718108929442019
CS-45-R,mean_signed_shift,message_condition,30,100,0.00038768121092025746,9.154705146743757e-05,5.110156855286276e-09,9.153552524041604e-05,9.155478368683712e-05,1.0,1.0,1.0,0.0405714288337397,0.324822165832757,0.1718108929442019
CS-45-R,mean_signed_shift,inoculation,30,100,0.00038768121092025746,6.2758286604299e-07,4.392158540379371e-09,6.175218364825392e-07,6.350904178688622e-07,1.0,1.0,1.0,0.0002781294774523038,0.38377159365479574,0.1718108929442019
CS-45-R,mean_signed_shift,seeding_regime,30,100,0.00038768121092025746,0.00029529400238534895,3.6176410562860183e-09,0.00029528691147117606,0.0002952990255724767,1.0,1.0,1.0,0.13086712691198688,0.14975977693131742,0.1718108929442019
D-A95,mean_signed_shift,topology,30,100,0.00024255110411149693,7.268474637168573e-07,6.986396657727189e-09,7.111355819576959e-07,7.408581802864598e-07,1.0,1.0,1.0,0.0003221211352466303,0.61380327839795,0.1074927559245839
D-A95,mean_signed_shift,message_condition,30,100,0.00024255110411149693,0.00023888045382624749,7.498815352369224e-09,0.00023886572476151092,0.0002388935832730577,1.0,1.0,1.0,0.10586601290627365,0.84758236494982,0.1074927559245839
D-A95,mean_signed_shift,inoculation,30,100,0.00024255110411149693,1.5964852884533438e-06,6.588118339865243e-09,1.5833391704327135e-06,1.60873319949292e-06,1.0,1.0,1.0,0.0007075234890294192,0.9762626364535045,0.1074927559245839
D-A95,mean_signed_shift,seeding_regime,30,100,0.00024255110411149693,1.347317533079277e-06,7.288345998351008e-09,1.333115173591934e-06,1.3598477594660752e-06,1.0,1.0,1.0,0.0005970983940342263,0.0006832985823609685,0.1074927559245839
E-S,mean_signed_shift,topology,30,100,0.0021033122045314556,1.05970649921402e-06,9.246012325890301e-09,1.0423895105929743e-06,1.0770207557667838e-06,1.0,1.0,1.0,0.0004696361720923972,0.8948938475082343,0.932136863541004
E-S,mean_signed_shift,message_condition,30,100,0.0021033122045314556,6.064888842289606e-05,1.0396992860549005e-08,6.062838930386722e-05,6.0667882802491963e-05,1.0,1.0,1.0,0.02687811372461476,0.21519101901257265,0.932136863541004
E-S,mean_signed_shift,inoculation,30,100,0.0021033122045314556,1.5983860011065338e-06,8.728524389589476e-09,1.5810102977309297e-06,1.6138057892522577e-06,1.0,1.0,1.0,0.0007083658386944952,0.9774249363878444,0.932136863541004
E-S,mean_signed_shift,seeding_regime,30,100,0.0021033122045314556,0.002040005223608239,8.240098811534729e-09,0.0020399873133789847,0.002040019079305199,1.0,1.0,1.0,0.9040807478056022,1.0345984840816738,0.932136863541004
E-SD,mean_signed_shift,topology,60,100,1.6282504450660416e-07,1.171483330000778e-09,1.5106324342654068e-10,8.636444371148607e-10,1.4704682862773785e-09,1.0,1.0,1.0,5.191729475847128e-07,0.0009892863969917275,7.216010346220598e-05
E-SD,mean_signed_shift,message_condition,60,100,1.6282504450660416e-07,1.568150746171761e-07,1.6695211027550736e-10,1.5647322418047672e-07,1.57103806178512e-07,1.0,1.0,1.0,6.94966308352522e-05,0.0005564025422543987,7.216010346220598e-05
E-SD,mean_signed_shift,inoculation,60,100,1.6282504450660416e-07,4.9352477795037635e-09,1.4517855248021495e-10,4.6849590543209355e-09,5.161379396460826e-09,1.0,1.0,1.0,2.1871819010383836e-06,0.0030179407499817085,7.216010346220598e-05
E-SD,mean_signed_shift,seeding_regime,60,100,1.6282504450660416e-07,-9.676122007648892e-11,1.4307396815395374e-10,-3.63295487341827e-10,1.3809435593779242e-10,0.25,0.75,1.0,-4.288222166931772e-08,-4.90729192506487e-08,7.216010346220598e-05
J-S06-D05,mean_signed_shift,topology,60,100,2.5204719816006808e-08,2.7480185444115684e-10,2.574757276200068e-11,2.2519947240202752e-10,3.1798127258916325e-10,1.0,1.0,1.0,1.2178550485380432e-07,0.00023206282966617772,1.1170119407430564e-05
J-S06-D05,mean_signed_shift,message_condition,60,100,2.5204719816006808e-08,2.4143028573412184e-08,3.058649197760306e-11,2.407849979485796e-08,2.4204364664078982e-08,1.0,1.0,1.0,1.0699603645296448e-05,8.566295369728296e-05,1.1170119407430564e-05
J-S06-D05,mean_signed_shift,inoculation,60,100,2.5204719816006808e-08,8.031735820872458e-10,2.3799797848491144e-11,7.551282789206315e-10,8.421702118463198e-10,1.0,1.0,1.0,3.559470163643991e-07,0.0004911466234292298,1.1170119407430564e-05
J-S06-D05,mean_signed_shift,seeding_regime,60,100,2.5204719816006808e-08,-1.6284193933779628e-11,2.567378360720972e-11,-7.598429199235446e-11,2.55759562611225e-11,0.27,0.73,1.0,-7.216759084088592e-09,-8.258607460122756e-09,1.1170119407430564e-05
J-S06-D50,mean_signed_shift,topology,30,100,2.39504988310174e-06,3.7294258949719035e-08,6.575789823136872e-10,3.6077018421954484e-08,3.855013397619975e-08,1.0,1.0,1.0,1.6527909404310797e-05,0.03149400603491262,0.0010614279141484039
J-S06-D50,mean_signed_shift,message_condition,30,100,2.39504988310174e-06,2.283037514506131e-06,5.94410558046778e-10,2.2816561135319346e-06,2.283995425858469e-06,1.0,1.0,1.0,0.0010117867540222166,0.008100546967403853,0.0010614279141484039
J-S06-D50,mean_signed_shift,inoculation,30,100,2.39504988310174e-06,7.34722529151222e-08,5.168453530885362e-10,7.246045431035317e-08,7.444175501662848e-08,1.0,1.0,1.0,3.256111729016935e-05,0.04492882950809108,0.0010614279141484039
J-S06-D50,mean_signed_shift,seeding_regime,30,100,2.39504988310174e-06,1.2458567307677715e-09,4.905431033424225e-10,2.386460679815574e-10,2.1539089489421797e-09,0.98,0.98,1.0,5.52133431707072e-07,6.318422473229988e-07,0.0010614279141484039
J-S06-D95,mean_signed_shift,topology,30,100,8.45013080738316e-06,1.1876126956109237e-07,1.221962215742405e-09,1.1635018112167575e-07,1.210692447555614e-07,1.0,1.0,1.0,5.2632109051772854e-05,0.10029072156423972,0.0037448926556578406
J-S06-D95,mean_signed_shift,message_condition,30,100,8.45013080738316e-06,8.054277284085845e-06,1.22260110024925e-09,8.051740690638033e-06,8.056504169674861e-06,1.0,1.0,1.0,0.0035694599924359716,0.028577739530637983,0.0037448926556578406
J-S06-D95,mean_signed_shift,inoculation,30,100,8.45013080738316e-06,2.4716323313193494e-07,1.0254461937212442e-09,2.450841932871027e-07,2.488941960663726e-07,1.0,1.0,1.0,0.00010953673944262527,0.15114215668440012,0.0037448926556578406
J-S06-D95,mean_signed_shift,seeding_regime,30,100,8.45013080738316e-06,2.9929020604284616e-08,1.093580195818855e-09,2.760755773113403e-08,3.1925529406954375e-08,1.0,1.0,1.0,1.326381472747011e-05,1.517864708820395e-05,0.0037448926556578406
J-S14-D50,mean_signed_shift,topology,30,100,1.5189421976650255e-05,2.0079224781728034e-07,3.3070182124772398e-09,1.951825429479241e-07,2.07288533877392e-07,1.0,1.0,1.0,8.89862454563381e-05,0.16956369271331878,0.006731582753055727
J-S14-D50,mean_signed_shift,message_condition,30,100,1.5189421976650255e-05,1.4444539692662016e-05,3.35206782679202e-09,1.4437096965785843e-05,1.4450979513523118e-05,1.0,1.0,1.0,0.006401469023668258,0.051251313856859396,0.006731582753055727
J-S14-D50,mean_signed_shift,inoculation,30,100,1.5189421976650255e-05,4.639138693980661e-07,2.789698880423532e-09,4.576033514002837e-07,4.689055824487048e-07,1.0,1.0,1.0,0.0002055953549084335,0.28368678402584513,0.006731582753055727
J-S14-D50,mean_signed_shift,seeding_regime,30,100,1.5189421976650255e-05,8.017616677289441e-08,3.263209291739478e-09,7.376281679210804e-08,8.583004100025215e-08,1.0,1.0,1.0,3.553212902269763e-05,4.066172951067193e-05,0.006731582753055727
J-S14-D95,mean_signed_shift,topology,30,100,5.316758033451101e-05,7.37253946742781e-07,6.3656659383190765e-09,7.256619007820885e-07,7.4827539184424e-07,1.0,1.0,1.0,0.0003267330356708177,0.6225912754905462,0.023562579757918332
J-S14-D95,mean_signed_shift,message_condition,30,100,5.316758033451101e-05,4.980234401737784e-05,5.963108742743876e-09,4.978894964025524e-05,4.9811774704532324e-05,1.0,1.0,1.0,0.022071188789440793,0.1767059122928355,0.023562579757918332
J-S14-D95,mean_signed_shift,inoculation,30,100,5.316758033451101e-05,1.5957905387433036e-06,6.2458581415949926e-09,1.580535160893652e-06,1.6059731727297725e-06,1.0,1.0,1.0,0.0007072155928387027,0.9758377918348259,0.023562579757918332
J-S14-D95,mean_signed_shift,seeding_regime,30,100,5.316758033451101e-05,1.0321918316470914e-06,6.115651207487954e-09,1.0182343240267762e-06,1.0425096745101992e-06,1.0,1.0,1.0,0.00045744233996802,0.0005234810636488089,0.023562579757918332
J-S18-D05,mean_signed_shift,topology,60,100,2.7681375485909196e-07,1.7954354699623757e-09,2.578535766977351e-10,1.1952900381328733e-09,2.2401679783308445e-09,1.0,1.0,1.0,7.956933754557921e-07,0.0015161973214839071,0.00012267713023461583
J-S18-D05,mean_signed_shift,message_condition,60,100,2.7681375485909196e-07,2.6631973595199426e-07,2.9350708984329706e-10,2.658452887515124e-07,2.669390191528454e-07,1.0,1.0,1.0,0.00011802643603480678,0.000944940902511801,0.00012267713023461583
J-S18-D05,mean_signed_shift,inoculation,60,100,2.7681375485909196e-07,8.819465158142226e-09,2.403695048114723e-10,8.359780428733246e-09,9.212013057741253e-09,1.0,1.0,1.0,3.908572665963871e-06,0.00539316858706486,0.00012267713023461583
J-S18-D05,mean_signed_shift,seeding_regime,60,100,2.7681375485909196e-07,-1.208817210069289e-10,2.2840007259425185e-10,-6.193221439598091e-10,2.2864451175679636e-10,0.32,0.68,1.0,-5.357184161061729e-08,-6.1305747583208e-08,0.00012267713023461583
J-S18-D50,mean_signed_shift,topology,30,100,2.5657288325397098e-05,3.5096710398881827e-07,5.253561258640935e-09,3.402963928480989e-07,3.6170288130979996e-07,1.0,1.0,1.0,0.0001555400928180721,0.2963823495187835,0.011370686774448942
J-S18-D50,mean_signed_shift,message_condition,30,100,2.5657288325397098e-05,2.4199539433851906e-05,5.520669338121314e-09,2.418800838587462e-05,2.4209337015618647e-05,1.0,1.0,1.0,0.010724647885563205,0.08586346239512598,0.011370686774448942
J-S18-D50,mean_signed_shift,inoculation,30,100,2.5657288325397098e-05,8.448982321093936e-07,4.847229421987498e-09,8.351019883963871e-07,8.533412250248794e-07,1.0,1.0,1.0,0.0003744383674439955,0.5166615574723644,0.011370686774448942
J-S18-D50,mean_signed_shift,seeding_regime,30,100,2.5657288325397098e-05,2.6188355544698457e-07,5.205515355071196e-09,2.514280531917449e-07,2.706917279780834e-07,1.0,1.0,1.0,0.00011606042862367085,0.00013281550769372007,0.011370686774448942
J-S18-D95,mean_signed_shift,topology,30,100,8.969951320944102e-05,1.1770809247871396e-06,1.0219391218934941e-08,1.1523527399480672e-06,1.1917949402654953e-06,1.0,1.0,1.0,0.0005216536655857264,0.9940134163493275,0.03975264476860157
J-S18-D95,mean_signed_shift,message_condition,30,100,8.969951320944102e-05,8.299867881680812e-05,1.0267762041736177e-08,8.297570199596964e-05,8.30142285415844e-05,1.0,1.0,1.0,0.036782997780199334,0.29449130455198047,0.03975264476860157
J-S18-D95,mean_signed_shift,inoculation,30,100,8.969951320944102e-05,2.6514511667453234e-06,8.961892732386076e-09,2.6324480248823493e-06,2.6681722097006284e-06,1.0,1.0,1.0,0.0011750587331150338,1.621382123090048,0.03975264476860157
J-S18-D95,mean_signed_shift,seeding_regime,30,100,8.969951320944102e-05,2.8723023011004193e-06,9.815173503871412e-09,2.8503784046644256e-06,2.889617438885996e-06,1.0,1.0,1.0,0.001272934589701475,0.0014567019594619805,0.03975264476860157
NC-NoOp,mean_signed_shift,topology,30,100,0.002256441394819842,1.1841700578953519e-06,1.1080834163379555e-08,1.1630434005319227e-06,1.2034124297230454e-06,1.0,1.0,1.0,0.0005247953971301338,1.0,1.0
NC-NoOp,mean_signed_shift,message_condition,30,100,0.002256441394819842,0.0002818374516798613,1.262934545883293e-08,0.00028181417330761454,0.0002818599857017331,1.0,1.0,1.0,0.12490351060164083,1.0,1.0
NC-NoOp,mean_signed_shift,inoculation,30,100,0.002256441394819842,1.6353030719816736e-06,9.51401745409369e-09,1.6190135826336416e-06,1.6505751720192434e-06,1.0,1.0,1.0,0.0007247265875089297,1.0,1.0
NC-NoOp,mean_signed_shift,seeding_regime,30,100,0.002256441394819842,0.0019717844700101027,9.43844088102067e-09,0.001971766343170645,0.001971800216385005,1.0,1.0,1.0,0.8738469674137198,1.0,1.0
PC-M01,mean_signed_shift,topology,30,100,3.44225834854442e-05,1.0293767063582123e-07,1.95954255294983e-09,9.938041935545038e-08,1.0602333261486577e-07,1.0,1.0,1.0,4.56194744840869e-05,0.08692811471586634,0.015255252613459771
PC-M01,mean_signed_shift,message_condition,30,100,3.44225834854442e-05,3.10829323018737e-05,1.8729900996399583e-09,3.107864016456798e-05,3.108557985671901e-05,1.0,1.0,1.0,0.01377520035451903,0.11028673484168722,0.015255252613459771
PC-M01,mean_signed_shift,inoculation,30,100,3.44225834854442e-05,2.4520677352214854e-07,1.6117608884479524e-09,2.4147813903572625e-07,2.480797985521894e-07,1.0,1.0,1.0,0.00010866968408090486,0.14994576707117965,0.015255252613459771
PC-M01,mean_signed_shift,seeding_regime,30,100,3.44225834854442e-05,2.991506739412533e-06,1.865289493424436e-09,2.9875246597054014e-06,2.99460900690755e-06,1.0,1.0,1.0,0.001325763100375749,0.0015171570650402808,0.015255252613459771
PC-M05,mean_signed_shift,topology,30,100,1.107378830128037e-05,1.033212879132206e-08,4.314532860939668e-10,9.332824280714731e-09,1.0972628423095161e-08,1.0,1.0,1.0,4.5789484340438615e-06,0.008725206926516578,0.004907633908287044
PC-M05,mean_signed_shift,message_condition,30,100,1.107378830128037e-05,2.5885168150369543e-06,3.912545886067327e-10,2.587585920060944e-06,2.5890541377324166e-06,1.0,1.0,1.0,0.0011471677575936449,0.009184431663032655,0.004907633908287044
PC-M05,mean_signed_shift,inoculation,30,100,1.107378830128037e-05,2.2537502872039927e-08,4.779366489995014e-10,2.1348943715289175e-08,2.3161687319758837e-08,1.0,1.0,1.0,9.988073664922e-06,0.013781850751817398,0.004907633908287044
PC-M05,mean_signed_shift,seeding_regime,30,100,1.107378830128037e-05,8.452401854580053e-06,3.2643761966148735e-10,8.451787764793208e-06,8.452891830833009e-06,1.0,1.0,1.0,0.0037458991285944333,0.004286676349843016,0.004907633908287044
S-A06,mean_signed_shift,topology,30,100,0.00035842686256252576,1.7596834478036678e-07,1.8423904458682707e-09,1.716223713087709e-07,1.7888355460004748e-07,1.0,1.0,1.0,7.798489479245544e-05,0.14860056932457716,0.1588460765634656
S-A06,mean_signed_shift,message_condition,30,100,0.00035842686256252576,1.183176434367247e-05,2.1009343169145666e-09,1.1828098635684257e-05,1.183544784284886e-05,1.0,1.0,1.0,0.0052435504732517724,0.041980809410355265,0.1588460765634656
S-A06,mean_signed_shift,inoculation,30,100,0.00035842686256252576,3.569546978480332e-07,1.8436141671939374e-09,3.534877763079249e-07,3.598598504751183e-07,1.0,1.0,1.0,0.00015819364893211998,0.21828045453095896,0.1588460765634656
S-A06,mean_signed_shift,seeding_regime,30,100,0.00035842686256252576,0.00034606217517622493,1.482393104527869e-09,0.000346059378523299,0.0003460649276778665,1.0,1.0,1.0,0.15336634754648928,0.1755071005171533,0.1588460765634656
S-A18,mean_signed_shift,topology,30,100,0.003339049198264837,1.8001273611936664e-06,1.3922060956861534e-08,1.7741240070653372e-06,1.8260914865711187e-06,1.0,1.0,1.0,0.0007977727076476505,1.5201594983688975,1.4797854736800875
S-A18,mean_signed_shift,message_condition,30,100,0.003339049198264837,9.20861899824324e-05,1.5590231836814732e-08,9.205478911433445e-05,9.21108994025329e-05,1.0,1.0,1.0,0.04081036192379582,0.3267351071816848,1.4797854736800875
S-A18,mean_signed_shift,inoculation,30,100,0.003339049198264837,2.54593073456635e-06,1.4424740103214571e-08,2.5200735390105516e-06,2.5674527651462018e-06,1.0,1.0,1.0,0.0011282946414700131,1.5568555934290336,1.4797854736800875
S-A18,mean_signed_shift,seeding_regime,30,100,0.003339049198264837,0.003242616950186644,1.1423158335040128e-08,0.0032425942741663143,0.003242638021881134,1.0,1.0,1.0,1.4370490444071737,1.6445088190445227,1.4797854736800875
C-D1,conversion_rate,topology,30,100,9.086583437788121e-07,-3.640758110757573e-09,6.559908511169538e-09,-1.969335034831737e-08,7.781287044914049e-09,0.24,0.76,0.25,-8.879864349860863e-07,-0.001276749503864716,0.00022162315066424812
C-D1,conversion_rate,message_condition,30,100,9.086583437788121e-07,9.221671942173078e-07,6.094591863789554e-09,9.113500764448178e-07,9.330526696988739e-07,1.0,1.0,0.25,0.00022491797981156106,0.0013123181898639568,0.00022162315066424812
C-D1,conversion_rate,inoculation,30,100,9.086583437788121e-07,-6.326366439173737e-09,6.904268986591244e-09,-2.304991195782311e-08,5.073948531157309e-09,0.19,0.81,0.25,-1.5430103868033585e-06,-0.0019821607606236922,0.00022162315066424812
C-D1,conversion_rate,seeding_regime,30,100,9.086583437788121e-07,-3.5417258885645505e-09,6.517725049516774e-09,-1.834959656589171e-08,7.108054189707004e-09,0.32,0.68,0.25,-8.638323255235289e-07,-1.0443652445794616e-06,0.00022162315066424812
C-D10,conversion_rate,topology,30,100,0.00011399783539697219,5.9427885400673266e-08,3.4803010615631196e-08,-9.51229441405553e-10,1.3307686521116733e-07,0.97,0.97,1.0,1.4494551544025773e-05,0.020840308774386206,0.027804245261771665
C-D10,conversion_rate,message_condition,30,100,0.00011399783539697219,2.297472134303783e-05,3.284239238339974e-08,2.291457318826144e-05,2.3042584450640733e-05,1.0,1.0,1.0,0.005603569443386558,0.03269487888377361,0.027804245261771665
C-D10,conversion_rate,inoculation,30,100,0.00011399783539697219,1.5572323911739902e-07,3.173350712881539e-08,9.34978608595431e-08,2.0955086948134566e-07,1.0,1.0,1.0,3.7981134626813076e-05,0.04879080228176646,0.027804245261771665
C-D10,conversion_rate,seeding_regime,30,100,0.00011399783539697219,9.08079629294163e-05,3.456813235153075e-08,9.073769643741847e-05,9.086698116839139e-05,1.0,1.0,1.0,0.02214820013221427,0.02677696789600494,0.027804245261771665
C-D5,conversion_rate,topology,30,100,2.6537931349425906e-05,1.5337093111328535e-08,1.7314968438554898e-08,-1.3457965874649994e-08,5.068815198092665e-08,0.79,0.79,0.92,3.74074031305101e-06,0.005378447407081679,0.0064726417778902395
C-D5,conversion_rate,message_condition,30,100,2.6537931349425906e-05,7.4947882262699e-06,1.9692566219150985e-08,7.4522517025589055e-06,7.5315574493842965e-06,1.0,1.0,0.92,0.0018279902359776012,0.01066568728554713,0.0064726417778902395
C-D5,conversion_rate,inoculation,30,100,2.6537931349425906e-05,4.313915878347375e-08,2.19864048795211e-08,-6.368729920267455e-09,8.253485262165943e-08,0.95,0.95,0.92,1.0521706372979721e-05,0.013516249589564485,0.0064726417778902395
C-D5,conversion_rate,seeding_regime,30,100,2.6537931349425906e-05,1.8984666871261212e-05,1.6693291464889857e-08,1.8951656681106287e-05,1.9015436578677957e-05,1.0,1.0,0.92,0.00463038909522661,0.005598097335618512,0.0064726417778902395
C-D50,conversion_rate,topology,30,100,0.004100015458923784,2.85158372863041e-06,1.3844340103084295e-07,2.5586334812725474e-06,3.0660092498300207e-06,1.0,1.0,1.0,0.0006955056041127524,1.0,1.0
C-D50,conversion_rate,message_condition,30,100,0.004100015458923784,0.0007027009160887311,1.40675386389855e-07,0.0007023880435216934,0.0007029654971097111,1.0,1.0,1.0,0.17138982111867052,1.0,1.0
C-D50,conversion_rate,inoculation,30,100,0.004100015458923784,3.1916515374782866e-06,1.2002021248323427e-07,2.915156624191072e-06,3.4186540159599193e-06,1.0,1.0,1.0,0.000778448659390193,1.0,1.0
C-D50,conversion_rate,seeding_regime,30,100,0.004100015458923784,0.003391271307568944,1.02072216189151e-07,0.0033910675356262298,0.0033914509568175395,1.0,1.0,1.0,0.8271362246178265,1.0,1.0
CS-0,conversion_rate,topology,30,100,8.169648718197267e-05,1.3042405091775668e-07,5.8458323142146244e-08,1.6226283088566715e-08,2.2140163711768913e-07,0.98,0.98,0.63,3.18106241853029e-05,0.045737408868018116,0.019925897353425405
CS-0,conversion_rate,message_condition,30,100,8.169648718197267e-05,8.111702005080717e-05,5.1545757007379975e-08,8.101172997751821e-05,8.121783223833785e-05,1.0,1.0,0.63,0.019784564439691073,0.11543605279797926,0.019925897353425405
CS-0,conversion_rate,inoculation,30,100,8.169648718197267e-05,3.064679538067664e-07,4.85073895195303e-08,2.246638234014798e-07,4.02141367149467e-07,1.0,1.0,0.63,7.474799958125313e-05,0.09602174617373979,0.019925897353425405
CS-0,conversion_rate,seeding_regime,30,100,8.169648718197267e-05,1.4257512644096368e-07,6.304210476877593e-08,1.2785160237328285e-08,2.5737693648364813e-07,0.98,0.98,0.63,3.477428996777206e-05,4.2041793035771484e-05,0.019925897353425405
CS-15,conversion_rate,topology,30,100,0.00011227085949920078,8.713456005060476e-08,6.66879206577132e-08,-4.545390800651656e-08,1.9398312128299446e-07,0.91,0.91,0.99,2.1252251588699322e-05,0.03055654974313334,0.027383033216335933
CS-15,conversion_rate,message_condition,30,100,0.00011227085949920078,8.148305028549943e-05,5.7939455749367365e-08,8.135681965609911e-05,8.158248307952722e-05,1.0,1.0,0.99,0.0198738397700793,0.11595694330247669,0.027383033216335933
CS-15,conversion_rate,inoculation,30,100,0.00011227085949920078,2.0648936806277602e-07,5.4129995799866894e-08,9.26687079868098e-08,2.9784418173391916e-07,1.0,1.0,0.99,5.0363070610708766e-05,0.06469671442450844,0.027383033216335933
CS-15,conversion_rate,seeding_regime,30,100,0.00011227085949920078,3.049418528558798e-05,5.588526330262622e-08,3.0392536298544846e-05,3.059039024465726e-05,1.0,1.0,0.99,0.007437578124057225,0.008991962753769749,0.027383033216335933
CS-30,conversion_rate,topology,30,100,0.00021862843092441286,1.2647473170016138e-07,6.650411518627044e-08,-2.181251979076681e-09,2.428681813275947e-07,0.96,0.96,1.0,3.084737922753097e-05,0.04435245243908937,0.053323806486768904
CS-30,conversion_rate,message_condition,30,100,0.00021862843092441286,8.833771860507615e-05,6.298536448510329e-08,8.819631427412893e-05,8.843509121031056e-05,1.0,1.0,1.0,0.021545703788215468,0.12571168840474603,0.053323806486768904
CS-30,conversion_rate,inoculation,30,100,0.00021862843092441286,4.284269555529981e-07,5.568769219642542e-08,3.1200549736684454e-07,5.201641120860619e-07,1.0,1.0,1.0,0.00010449398541181507,0.13423362498134644,0.053323806486768904
CS-30,conversion_rate,seeding_regime,30,100,0.00021862843092441286,0.00012973581063208356,5.222201540205256e-08,0.00012963458819029722,0.0001298274045283174,1.0,1.0,1.0,0.031642761333914096,0.038255804052753764,0.053323806486768904
